file,rank,name,research_fields,promotion_year,full_promotion_year,full_promotion_university,promotion_university,years_post_phd,years_post_phd_full,QUARTERLY JOURNAL OF ECONOMICS_count,AMERICAN ECONOMIC REVIEW_count,ECONOMETRICA_count,REVIEW OF ECONOMIC STUDIES_count,JOURNAL OF POLITICAL ECONOMY_count,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS_count,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS_count,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION_count,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY_count,THEORETICAL ECONOMICS_count,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS_count,QUANTITATIVE ECONOMICS_count,REVIEW OF ECONOMICS AND STATISTICS_count,ECONOMIC JOURNAL_count,INTERNATIONAL ECONOMIC REVIEW_count,JOURNAL OF ECONOMIC THEORY_count,JOURNAL OF LABOR ECONOMICS_count,JOURNAL OF MONETARY ECONOMICS_count,RAND JOURNAL OF ECONOMICS_count,JOURNAL OF INTERNATIONAL ECONOMICS_count,JOURNAL OF PUBLIC ECONOMICS_count,JOURNAL OF ECONOMETRICS_count,JOURNAL OF DEVELOPMENT ECONOMICS_count,QUARTERLY JOURNAL OF ECONOMICS_year,AMERICAN ECONOMIC REVIEW_year,ECONOMETRICA_year,REVIEW OF ECONOMIC STUDIES_year,JOURNAL OF POLITICAL ECONOMY_year,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS_year,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS_year,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION_year,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY_year,THEORETICAL ECONOMICS_year,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS_year,QUANTITATIVE ECONOMICS_year,REVIEW OF ECONOMICS AND STATISTICS_year,ECONOMIC JOURNAL_year,INTERNATIONAL ECONOMIC REVIEW_year,JOURNAL OF ECONOMIC THEORY_year,JOURNAL OF LABOR ECONOMICS_year,JOURNAL OF MONETARY ECONOMICS_year,RAND JOURNAL OF ECONOMICS_year,JOURNAL OF INTERNATIONAL ECONOMICS_year,JOURNAL OF PUBLIC ECONOMICS_year,JOURNAL OF ECONOMETRICS_year,JOURNAL OF DEVELOPMENT ECONOMICS_year
Georgia/associate/gregorio_caetano_cv.docx,associate,Gregorio Caetano,Labor Economics; Urban Economics; Econometrics; Education Economics; Applied Econometrics; Public Economics,2022,,,University of Georgia,13,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,2018,,,,,,,,,2017; 2021,,
Georgia/full/CV-Chatterjee.docx,full,Santanu Chatterjee,,2007,2019,University of Georgia,University of Georgia,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,,,,,,,,,,,,,,,,,,,,2018,,,2007; 2018; 2021; 2025
Georgia/associate/newberry_cv.docx,associate,Peter William Newberry,Industrial Organization; Applied Microeconomics,2022,,,University of Georgia,10,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,,2023,,,,,,,,,,,,2019,,,,2016,,,,
Georgia/associate/nyodercv_ac.docx,associate,Nathan Yoder,,2024,,,University of Georgia,7,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2020,,2022,,,,,,,,,,,,,,,,,,
Georgia/full/JohnLTurnerCurrentCVAugust2025.docx,full,John L. Turner,,2008,2017,University of Georgia,University of Georgia,6,15,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,3,0,0,0,,,2016,,2005,,,,,,2021,,,2012,2006,,,,2025,2008; 2021; 2024,,,
Georgia/full/SkiraCV.docx,full,Meghan M. Skira,,2018,2024,University of Georgia,University of Georgia,6,12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,2021,,,,,,2015; 2018,,,,,,,,
Georgia/full/gervais_cv_20230622.docx,full,Martin Gervais,,2007,2010,University of Southampton,University of Southampton,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0,,,,,,,,,,,,,,,2011; 2015,2002; 2008,,2002; 2010; 2016,,,,,
Georgia/associate/cv2024_Pashchenko.docx,associate,Svetlana Pashchenko,,2021,,,University of Georgia,10,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,,,,,,,,2019,,,,,,2017; 2024,,,,,,2013,,
Georgia/full/vita_cornwell.docx,full,Christopher M. Cornwell,,1994,2002,University of Georgia,University of Georgia,9,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,3,0,,,,,,,,,,,,,1994,,1994; 1994,,2006,,,,,1990; 1992; 1993,
Georgia/full/vita_lastrapes.docx,full,William D. Lastrapes,,1994,2002,University of Georgia,University of Georgia,8,16,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,,,,,,2012,,,,,,,1989; 1992; 1998,2004,,,,,,,,,
Georgia State/associate/CV_Daniel-Kreisman_2018.docx,associate,Daniel Kreisman,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2015,,,,,,,,,,
Georgia State/associate/CV_Goncalo-Monteiro_2022.docx,associate,Goncalo Monteiro,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Georgia State/associate/CV_Benjamin-Marx_2024.docx,associate,,,2021,,,University of Illinois at Urbana-Champaign,7,,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,2018; 2019,,2019,,,,,,,,,,,,2015,,
Georgia State/associate/CV_Mark-Rider_2009.docx,associate,Mark Rider,,1999,,,Kennesaw State University,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,2000,,,,2002,,
Georgia State/associate/CV_Susan-Laury_2018.docx,associate,Susan K. Laury,Experimental Economics,2003,,,Georgia State University,7,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,2002; 2005,,,,,,,,,,,,,,,,,,,2002,,
Georgia State/associate/CV_Jonathan-Smith_2023.docx,associate,Jonathan Smith,Education Economics; Labor Economics; Applied Econometrics,2021,,,Georgia State University,10,,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2021,,,,2023,,,,2020; 2020; 2022,,,,2018,,,,2017; 2017; 2018,,,,,,
Georgia State/full/CV_Alberto-Chong_2022.docx,full,Alberto E. Chong,,,2012,University of Ottawa,,,19,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,4,0,2,,,,,,,2012; 2016,2009; 2014,,,,,2007,,,,,,,2007,2007; 2011; 2012; 2017,,2008; 2013
Georgia State/full/CV_Bruce-Kaufman_2022.docx,full,Bruce E. Kaufman,,1984,1988,Georgia State University,Georgia State University,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Georgia State/associate/CV_Stefano-Carattini_2023.docx,associate,Stefano Carattini,Environmental Economics; Political Economy,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2023,,,,,,,,,,
Georgia State/full/CV_Elaine-Liu_2025.docx,full,Elaine M. Liu,Health Economics; Development Economics; Behavioral Economics; Labor Economics,2014,2022,University of Houston,University of Houston,6,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,2021,,,,,,,,,2013,,,,,,,,,,2013
Georgia State/full/CV_Garth-Heutel_2024.docx,full,Garth Heutel,Environmental and Energy Economics; Public Economics; Behavioral Economics; Economics of Nonprofit Organizations,2017,2023,Georgia State University,Georgia State University,10,16,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,2019,,,,,,,2010,,,,2021,2015,,,,,,,2007,,
Georgia State/full/CV_James-Cox_2023.docx,full,James C. Cox,,1973,1982,University of Arizona,University of Massachusetts at Amherst,2,11,2,5,2,1,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,0,1,0,0,1973; 1974,1976; 1976; 1989; 1992; 1999,2008; 2012,1975,,,,,,,,,2018,1992; 1997,2002,1973; 1973,,,1987,,2020,,
Georgia State/full/CV_David-Ribar_2023.docx,full,David C. Ribar,,1999,2003,The George Washington University,The George Washington University,8,12,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0,,2005,,,2002,,,,,,,,1994; 1999,2021,,,1995,,,,1998,,
Georgia State/full/CV_James-Marton_2022.docx,full,James Henry Marton,,2007,2019,Georgia State University,Georgia State University,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Georgia State/full/CV_Nguedia-Pierre-Nguimkeu_2012.docx,full,Pierre E. N. Nguimkeu,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Georgia State/full/CV_Rusty-Tchernis_2022.docx,full,Rusty Tchernis,,2009,2017,Georgia State University,Georgia State University,7,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,2010,,,,,,,,,,,,,,,,,,2008; 2019,2018
Georgia State/full/CV_Shiferaw-Gurmu_2017.docx,full,Shiferaw Gurmu,Econometrics; Microeconometrics; Applied Microeconomics,1998,2010,Georgia State University,Georgia State University,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,1992; 1999,
Georgia State/full/CV_Thomas-Mroz_2022.docx,full,Thomas A. Mroz,Health Economics; Labor Economics; Applied Econometrics; Demography,1992,1997,University of North Carolina at Chapel Hill,University of North Carolina at Chapel Hill,8,13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,,,1987,,,,,,,,,,2008,,2016,,,,,,,1999; 2010,2009
Georgia State/full/CV_Vjollca-Sadiraj_2024.docx,full,Vjollca Sadiraj,Experimental Economics; Decision Theory; Microeconomics; Game Theory,2013,2023,Georgia State University,Georgia State University,11,21,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,2008,,,,,,,,,,2018,,,,,,,,,,
Georgia Tech/associate/1d4764eb-ad63-5239-ab61-57c264086f16.docx,associate,Matthew E. Oliver,Energy Economics (primary Field); Resource Economics; Industrial Organization; Development Economics; Applied Microeconomics; Applied Econometrics,2019,,,Georgia Institute of Technology,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Georgia State/full/CV_Yongsheng-Xu_2009.docx,full,Yongsheng Xu,Microeconomic Theory; Individual and Social Choice Theory; Welfare Economics Bargaining Theory,1998,2004,Georgia State University,Hitotsubashi University,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,1994; 2000; 2001; 2003; 2007,,,,,,,2008
Georgia Tech/associate/54ad860f-1832-5a4a-b6fc-8b53ea7a22fd.docx,associate,USHA NAIR-REICHERT,Development Economics,2001,,,Georgia Institute of Technology,6,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,2003,,,,,,,1999,,,
Georgia Tech/associate/60e67039-0ce4-54b4-a654-427065c0fa84.docx,associate,Olga Shemyakina,Development Economics; Labor Economics,2015,,,Georgia Institute of Technology,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,2011; 2014
Georgia Tech/associate/62ce3c65-ea40-565e-9253-6ce7eec523fe.docx,associate,Willie J. Belton Jr.,Macroeconomics; Finance; International Finance,1994,,,Georgia Institute of Technology,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Georgia Tech/associate/Gonzalez_CV.docx,associate,Robert M. Gonzalez,Development Economics,2024,,,Georgia Institute of Technology,8,,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,,2020,,,,,2021,,,,,,2024,,,,,,,,2020,,2024
Georgia Tech/associate/wichman_cv_2025.docx,associate,Casey J. Wichman,,2023,,,Georgia Institute of Technology,8,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,2025,,,,,,,2023,,,,,,,2017,,
Georgia State/associate/CV_Carlianne-Patrick_2019.docx,associate,Carlianne E. Patrick,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Georgia Tech/associate/bc40ff64-4e43-5327-b822-c69a074ed835.docx,associate,Justin Burkett,,2020,,,Georgia Institute of Technology,8,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,,,,,,2016; 2020,,,,,,2015; 2018; 2020,,,,,,,
Georgia Tech/full/6e01077e-a5b3-52ea-b30c-b666d5138855.docx,full,Shatakshee Dhongde,,2017,2024,Georgia Institute of Technology,Georgia Institute of Technology,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
Georgia Tech/associate/Mikhail Klimenko.docx,associate,Mikhail Klimenko,International Trade; Trade; Industrial Organization,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,,,,,,,,,,,,,,2015,,,,,,2002; 2009; 2021,,,2004
Georgia Tech/full/cv.docx,full,Christine P. Ries,,1984,1990,The Claremont Graduate School,Duke University,7,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1981,,,,,,,,,,
Georgia Tech/full/fe161b52-7155-5aa6-8ec0-d30e4f9554ed.docx,full,Haizheng Li,Labor Economics; Applied Econometrics; Development Economics,2004,2010,Georgia Institute of Technology,Georgia Institute of Technology,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,2010; 2011
Georgia Tech/full/CV_Jason_Lindo.docx,full,Jason M. Lindo,,2013,2018,Texas A&M University,Texas A&M University,4,9,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2011,,,,,,2010; 2012; 2018,,2017,,,,,,,,,,,,2018; 2020,,
Georgia Tech/full/besedes-cv.docx,full,Tibor Besedeš,,2013,2020,Georgia Institute of Technology,Georgia Institute of Technology,10,17,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,,,,,,,,,,,,,2012; 2015,,,,,,,2006; 2020; 2024,,,2011
Houston/associate/cv_2024_dec_szabo.docx,associate,Andrea Szabo,Macroeconomics; Development Economics; Law and Economics; Labor Economics; Political Economy; Public Economics; Urban Economics,2017,,,University of Houston,7,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,2015,,,,,2021,,,,,,,,,,,,,2024,,2015
Houston/associate/FanWangCV.docx,associate,Fan Wang,,2022,,,University of Houston,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,2024,
Houston/associate/cv_paluszynski.docx,associate,Radek Paluszynski,International Economics; Macroeconomics,2023,,,University of Houston,7,,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,2024,,2023; 2023,,,,,,2023,,,,,,,,,,,
Houston/associate/cv_Oct2024_Cubas.docx,associate,German Cubas,,2019,,,University of Houston,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2020; 2023,2019,,,,,,,,
Houston/associate/cv_willafriedman.docx,associate,Willa Friedman,,2023,,,University of Houston,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,2025; 2025,,,,,,,,,2018
Houston/full/CV_Juhn_February_2021.docx,full,Chinhui Juhn,,1996,2002,University of Houston,University of Houston,5,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,1992,,,,1993,,,,,,,,2006,,,,1997; 1999; 2018,,,,,,2014
Houston/full/CV_gergely.docx,full,Gergely Ujhelyi,,2014,2023,University of Houston,University of Houston,7,16,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,,,,,,,,2021; 2023,2014,,,,,,,,,,,,2009; 2010; 2014; 2019; 2024,,2014; 2015
Houston/full/JanetKohlhase_CV_Aug_2024_for_web.docx,full,Janet E. Kohlhase,Urban Economics; Regional Economics; Environmental Economics,1990,2011,University of Houston,University of Houston,10,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1986; 1988; 1991,,,,,,,,,,
Houston/full/Vita_2025_June_Craig.docx,full,Steven G. Craig,Urban Economics; Microeconomics; Public Economics; Microeconomic Theory; Political Economy,1988,1997,University of Houston,University of Houston,7,16,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1,,1987,,,,,,,2014,,,,1982; 1991; 2004,,,,,,,,1987,,1990
Houston/full/CV_Jan2025_Sorensen.docx,full,Bent E. Sørensen,,,2001,Binghamton University,,,11,1,1,0,0,1,2,0,1,0,0,0,1,3,1,0,0,0,1,0,5,0,3,0,1996,2003,,,2002,2017; 2024,,2014,,,,2011,1996; 2008; 2010,1998,,,,2010,,1998; 2001; 2012; 2021; 2022,,1997; 1999; 2000,
Houston/full/achin_cv.docx,full,Aimee Chin,Labor Economics; Development Economics; Education Economics,2007,2014,University of Houston,University of Houston,6,13,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,3,,,,,,,2010,,,,,,2004; 2006,,,,2005,,,,2013,,2005; 2008; 2011
Houston/full/cv_maheshri.docx,full,Vikram maheshri,,2018,2025,University of Houston,University of Houston,8,15,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,2,0,0,,,,,,,,,2024,,,2018; 2025,2021,,,,2023,,,,2017; 2017,,
Houston/full/cv_vollrath.docx,full,Dietrich E. Vollrath,,2011,2017,University of Houston,University of Houston,6,12,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,2009,,2019; 2024,,,,,,,,,,,,,,,,,2009; 2013; 2014
Indiana Bloomington/associate/BulentGuler_CV.docx,associate,Bulent Guler,,2016,,,Indiana University,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,,,,,,,,,,,,,,,2021,,,2012,,2025,,,
Houston/full/vita_papell.docx,full,David H. Papell,International Economics; Econometrics,1989,1995,University of Houston,University of Houston,8,14,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,3,0,7,0,0,2,,1988; 1989,,,,,,,,,,,1991; 1997; 1998; 2000,,1986; 1994,,,1995; 1996; 2008,,1985; 1988; 1997; 1997; 2002; 2002; 2009,,,1998; 2007
Indiana Bloomington/associate/CV_Lashkaripour.docx,associate,Ahmad Lashkaripour,International Trade; Trade Policy; Quantitative Economics,2022,,,"Indiana University, Bloomington",8,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,,2023,,,,,,2021,,,2020,,,,,,,,,2020; 2020; 2021; 2024,,,
Indiana Bloomington/associate/CV_RULIXIAO.docx,associate,Ruli Xiao,Microeconometrics; Industrial Organization; Applied Microeconomics,2021,,,Indiana University,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,,,,,,,,,,,,,,,,,,,,,2018; 2021; 2022; 2023,
Indiana Bloomington/associate/CV_Avoyan.docx,associate,Ala Avoyan,,2025,,,Indiana University,7,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2023,,,,,,,,,,,,,,,,,,,,,
Indiana Bloomington/full/CV_Lugovskyy.docx,full,Volodymyr Lugovskyy,International Trade; Experimental Economics,2017,2024,Indiana University,Indiana University,13,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,2023,,,,,,,,,,,,,,,,,,2010; 2025,,,2009; 2015
Indiana Bloomington/associate/CV_mostafa.docx,associate,Mostafa Beshkar,International Trade; Applied Microeconomics,2019,,,Indiana University,11,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,,,,,,,,,,,2017,,,,,,,2020,,2010; 2015,,,
Indiana Bloomington/associate/cv_melo_emerson.docx,associate,Emerson Melo,Game Theory; Microeconomic Theory,2022,,,Indiana University Bloomington,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,2019; 2020,,,,,,,,
Indiana Bloomington/full/VITA_25_11.docx,full,Daniela Puzzello,Monetary Economics; Experimental Economics; Economic Theory,2010,2015,Indiana University,University of Illinois at Urbana-Champaign,5,10,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0,,2014,2007,,2024,,,,,,,,,,2022,2010,,2007; 2012,,2020,,,
Indiana Bloomington/full/chang-cv.docx,full,Yoosoon Chang,,2002,2006,Texas A&M University,Rice University,7,11,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,,,,2009,,,,,,,,2016,,,,,,,,,,2002; 2003; 2004; 2004; 2006; 2009; 2012; 2012; 2016; 2017; 2020,
Indiana Bloomington/full/alexeev_cv_dec_2023.docx,full,Michael V. Alexeev,,1990,1999,Indiana University,George Mason University,6,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,,,,,,,,,,,,,1988; 2009,,,1985; 1989,,,,,,,2013
Indiana Bloomington/full/james-walker-cv-september-2025.docx,full,James M. Walker,,1987,1992,Indiana University,Indiana University,9,14,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1,1988,1992,,,,,,,,,,,1983,1992; 2000,,,,,,,1994,,2000
Indiana Bloomington/associate/cv_gustavo_torrens_september_2022.docx,associate,Gustavo Federico Torrens,,,,,Indiana University,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,2014; 2019,,,
Indiana Bloomington/full/park-cv.docx,full,Joon Y. Park,,,,,,,,0,0,5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,26,0,,,1988; 1992; 2000; 2001; 2003,,,,,,,,,2016,,1991,2016,,,,,,,1998; 2002; 2003; 2004; 2006; 2006; 2007; 2008; 2009; 2009; 2010; 2010; 2012; 2012; 2012; 2012; 2014; 2016; 2016; 2016; 2017; 2017; 2019; 2020; 2020; 2021,
Indiana Bloomington/full/Walker_CV_November2025.docx,full,Todd B. Walker,,2013,2017,Indiana University,Indiana University,7,11,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,,2017,2013,2014,,,,,2012,,,,,,,2007; 2021,,2010; 2010,,,,,
Iowa/associate/Frisvold_CV.docx,associate,David E. Frisvold,,2016,,,University of Iowa,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,2010; 2015,,
Indiana Bloomington/full/xu-cv.docx,full,Ke-Li Xu,Econometrics,2012,2021,Indiana University,Texas A&M University,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,,,,,,,,,,,,,,,,,,,,,,2008; 2009; 2012; 2013; 2015; 2017; 2018; 2020,
Iowa/full/NicholasY-CV.docx,full,Nicholas C. Yannelis,,,2011,University of Illinois at Urbana-Champaign,,,28,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,0,,,1984; 1994,,,,,,,,2021,,,,,1983; 1987; 1997; 2000; 2001; 2001; 2007; 2008; 2016; 2017; 2018; 2019,,,,,,,
"Iowa/full/David J Cooper resume, 2025.docx",full,David J. Cooper,Experimental Economics; Game Theory,2003,2007,Florida State University,Case Western Reserve University,11,15,0,4,0,0,0,0,0,2,0,0,3,0,0,3,1,2,0,0,1,0,0,0,0,,1999; 2003; 2005; 2006,,,,,,2007; 2009,,,2014; 2023; 2024,,,1997; 2008; 2020,2018,1996; 2003,,,1997,,,,
Iowa/full/cv_kumar.docx,full,Anil Kumar,Applied Microeconomics; Public Economics; Labor Economics; Applied Econometrics,,2024,University of Iowa,,,20,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,1,,,,,2021,,,,2018; 2024,,,,,,,,,,,,2007; 2008; 2020,,2009
Iowa/full/cv_castro.docx,full,Luciano I. de Castro,Dynamic Economics; Political Economy; Environmental & Energy Economics; Game) Theory,2014,2019,Instituto de Matemática Pura e Aplicada,University of Iowa,10,15,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,,,2006; 2019,,,,,,,2025,,,,,,2015; 2017; 2018,,,,,,2019,
Iowa/associate/SuyongSong_CV.docx,associate,Suyong Song,Econometrics; Corporate Finance,2019,,,University of Iowa,9,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,2015,,,,,,,,,,2015; 2016; 2017,
Iowa State/associate/Li_J_2025 CV.docx,associate,Jian Li,Microeconomic Theory; Decision Theory; Information Economics; Financial Economics; Industrial Organization,2023,,,Iowa State University,11,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,,,,,,2020,,,,,,2019; 2020; 2022,,,,,,,
Iowa State/associate/Zhylyevskyy_O_2024CV.docx,associate,Oleksandr Zhylyevskyy,Labor Economics; Finance; Applied Econometrics,2014,,,Iowa State University,6,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,2012,2010,,,,,
Iowa State/associate/Bunzel_H_2024_CV.docx,associate,Helle Bunzel,,2006,,,Iowa State University,7,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2000,,,,,,,,,,,,,,,,,,,,
Iowa State/associate/Turhan_CV_0.docx,associate,Bertan Turhan,,2023,,,Iowa State University,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2020,,,,,,,
Iowa State/full/20250701_Rosenbloom_CV.docx,full,Joshua L. Rosenbloom,,1994,2000,University of Kansas,University of Kansas,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
