file,name,promotion_year,promotion_university,years_post_phd,promotion_evidence,phd_evidence,QUARTERLY JOURNAL OF ECONOMICS,AMERICAN ECONOMIC REVIEW,ECONOMETRICA,REVIEW OF ECONOMIC STUDIES,JOURNAL OF POLITICAL ECONOMY,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,THEORETICAL ECONOMICS,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,QUANTITATIVE ECONOMICS,REVIEW OF ECONOMICS AND STATISTICS,ECONOMIC JOURNAL,INTERNATIONAL ECONOMIC REVIEW,JOURNAL OF ECONOMIC THEORY,JOURNAL OF LABOR ECONOMICS,JOURNAL OF MONETARY ECONOMICS,RAND JOURNAL OF ECONOMICS,JOURNAL OF INTERNATIONAL ECONOMICS,JOURNAL OF PUBLIC ECONOMICS,JOURNAL OF ECONOMETRICS,JOURNAL OF DEVELOPMENT ECONOMICS
Georgetown/full/VITA.docx,Mark Huggett,,,,,EDUCATION: University of Minnesota Ph.D. 1991,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0
Georgetown/full/VITAE.docx,Behzad T. Diba,1988,Georgetown University,4,"1988-2002:	Assistant and Associate Professor of Economics, Georgetown University.","Diploma, French Language and Literature, May 1978, Sorbonne University, Paris, France. Ph.D., Economics, June 1984, Brown University, Providence, RI.",1,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,5,0,3,1,0,0
Georgetown/full/cv.docx,Toshihiko Mukoyama,2011,University of Virginia,9,"Associate Professor, University of Virginia, August 2011-May 2018","Ph.D. in Economics, University of Rochester, October 2002 (Thesis Advisor: Professor Jeremy Greenwood)",0,1,0,1,0,2,0,1,0,0,0,1,0,0,0,2,0,6,0,0,0,0,0
Georgetown/full/mv_04_25.docx,,2008,University of Maryland,7,"Associate Professor, University of Maryland, Department of Economics, 08/08-08/15","Ph.D. in Economics (Distinction), 1996-2001 M.Phil. in Economics, 1999",0,2,0,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,9,1,0,0
Georgetown/full/miller-vita.docx,Nathan H. Miller,2017,Georgetown University,9,"Associate Professor, McDonough School of Business, 2017-2022 Assistant Professor, McDonough School of Business, 2013-2017","Ph.D., Economics, University of California at Berkeley, 2008 B.A., Economics and History, University of Virginia, 2000",0,2,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0
Georgetown/full/vitashort.docx,Ian Gale,1997,Georgetown University,11,"Professor, Georgetown University, 2000-present Associate Professor, Georgetown University, 1997-2000 Assistant Professor, Georgetown University, 1995-1997","Princeton University, Ph.D., 1986 Queen’s University, B.Sc., 1979",0,4,0,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
Georgetown/full/vita-2.docx,Arik Levinson,2000,Georgetown University,7,"Georgetown University Department of Economics, Washington, DC. Professor, 2009– present; Associate Professor, 2000–09.",Ph.D. Columbia University Department of Economics. 1993.,0,2,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,5,0,0
Georgia/associate/Callaway-CV-3.docx,Brantly Callaway,2023,University of Georgia,7,"Associate Professor, 2023–","Ph.D., Economics, Vanderbilt University, 2016",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0
Georgia/associate/James Berry CV latest.docx,James W. Berry,2019,University of Delaware,10,"2019-Present: Associate Professor (with tenure), Department of Economics, University of Delaware","PhD, Economics, 2009",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Georgia/associate/Liebman_CV.docx,Eli Liebman,,,,,"Ph.D., Economics, Duke University, 2017",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia/associate/RoozbehHosseini_CV.docx,Roozbeh Hosseini,2020,University of Georgia,,"2020–	Associate Professor, John Munro Godfrey Sr. Department of Economics, University of Georgia",,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Georgia/associate/Vitae_Lin_2026.docx,Zhongjian Lin,2025,University of Georgia,11,"Associate Professor of Economics, University of Georgia, 2025–Present Assistant Professor of Economics, University of Georgia, 2023–2025","Ph.D. in Economics, Texas A&M University, 2014",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0
Georgia/associate/Zimmermann_cv.docx,Laura V. Zimmermann,,,,,"2014	Ph.D. in Economics, University of Michigan",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
Georgia/associate/cv2024_Pashchenko.docx,Svetlana Pashchenko,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0
Georgia/associate/gregorio_caetano_cv.docx,Gregorio Caetano,2022,University of Georgia,13,"University of Georgia, Associate Professor of Economics (with Tenure). Fall 2022–Present.","Ph.D. Economics, UC Berkeley, May 2009.",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0
Georgia/associate/nyodercv_ac.docx,Nathan Yoder,2024,University of Georgia,7,"2024-Present Associate Professor, University of Georgia, Terry College of Business, Department of Economics.","2017 Ph.D., University of Wisconsin-Madison.",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia/associate/newberry_cv.docx,Peter William Newberry,2022,University of Georgia,10,"Associate Professor of Economics (with tenure), University of Georgia, Terry College of Business, July 2022-Present.","Ph.D. in Economics, May 2012",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Georgia/full/JohnLTurnerCurrentCVAugust2025.docx,John L. Turner,2008,University of Georgia,6,"Associate Professor, Economics, 2008 - 17.","PhD, Economics, 2002.",0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,3,0,0,0
Georgia/full/CV-Chatterjee.docx,Santanu Chatterjee,2007,University of Georgia,6,"Associate Professor, Department of Economics (with tenure), 2007-2019","University of Washington, Seattle, USA Ph.D., Economics, 2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Georgia/full/SkiraCV.docx,Meghan M. Skira,2018,University of Georgia,6,"Associate Professor, Department of Economics, University of Georgia, 2018-2024 Assistant Professor, Department of Economics, University of Georgia, 2012-2018","Ph.D. Economics, Boston College, 2012",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Georgia/full/gervais_cv_20230622.docx,Martin Gervais,2007,University of Southampton,8,"Reader, Department of Economics, University of Southampton, July 2007–July 2010.","Ph.D. in Economics, The University of Western Ontario, May 1999. Thesis: “Housing and Optimal Taxation in Life-Cycle Economies.” Co-Supervisors: Andr´es Erosa and Ignatius Horstmann.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0
Georgia/full/vita_cornwell.docx,Christopher M. Cornwell,1994,University of Georgia,9,"September 1994–August 2002: Associate Professor, Department of Economics, University of Georgia","PhD, Michigan State University, 1985",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,4,0
Georgia/full/vita_lastrapes.docx,William D. Lastrapes,1994,University of Georgia,8,"Professor of Economics, University of Georgia, 2002 – present Associate Professor of Economics, University of Georgia, 1994-2002. Assistant Professor of Economics, University of Georgia, 1990-1994.","Ph.D. Economics, University of North Carolina at Chapel Hill, 1986. Dis- sertation: Time-Varying Risk Premia in Forward Foreign Exchange Markets and Conditional Heteroskedasticity: An Empirical Investigation (under the direction of Michael K. Salemi).",0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Georgia State/associate/CV_Benjamin-Marx_2024.docx,,,,,,,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Georgia State/associate/CV_Carlianne-Patrick_2019.docx,Carlianne E. Patrick,,,,,"Ph.D., The Ohio State University, 2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/associate/CV_Daniel-Kreisman_2018.docx,Daniel Kreisman,,,,,"PhD University of Chicago, 2012",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Georgia State/associate/CV_Mark-Rider_2009.docx,Mark Rider,1999,Kennesaw State University,7,"June 1999-to-May 2003: Associate Professor of Economics, Department of Economics and Finance, Kennesaw State University, Kennesaw, GA.","B.A., Economics, Georgia State University, 1984. Ph.D., Economics, Georgia State University, 1992.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Georgia State/associate/CV_Goncalo-Monteiro_2022.docx,Goncalo Monteiro,,,,,"Ph.D., Economics, University of Washington, 2004 MA., Economics, University of Washington, 2003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/associate/CV_Jonathan-Smith_2023.docx,Jonathan Smith,2021,Georgia State University,10,"Associate Professor, Georgia State University, 2021- Assistant Professor (2017-2021)","Ph.D., Economics, Boston University, Boston MA, May 2011 Dissertation Title: Three essays on the economics of education",1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0
Georgia State/associate/CV_Stefano-Carattini_2023.docx,Dr. Stefano Carattini,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Georgia State/full/CV_Alberto-Chong_2022.docx,Alberto E. Chong,2012,University of Ottawa,,"Full Professor, School of International Development and Global Studies and Department of Economics, University of Ottawa, July 2012 - August 2015","Cornell University, Ithaca, NY. M.A., Ph.D. in Economics, 1988-89 and 1992-93",0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,3,0,2
Georgia State/full/CV_Bruce-Kaufman_2022.docx,Bruce E. Kaufman,1984,Georgia State University,6,"Associate Professor of Economics, Georgia State University, 1984-1988. Assistant Professor of Economics, Georgia State University, 1977-1983.","Ph.D., Economics, University of Wisconsin-Madison, 1978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/associate/CV_Susan-Laury_2018.docx,Susan K. Laury,2003,Georgia State University,7,"2003 -	Associate Professor of Economics, Georgia State University","Ph.D., Economics, Indiana University, 1996 M.A., Economics, Indiana University, 1991",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Georgia State/full/CV_David-Ribar_2023.docx,David C. Ribar,1999,The George Washington University,8,"Professor, Department of Economics, The George Washington University, 2003-2006 (Associate Professor 1999-2003; Assistant Professor 1996-1999).","Ph.D., Economics, May 1991, Brown University. A.M., Economics, May 1987, Brown University.",0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0
Georgia State/full/CV_Elaine-Liu_2025.docx,Elaine M. Liu,2014,University of Houston,6,"Associate Professor, Department of Economics, University of Houston, 2014-2022","Ph.D., Economics, Princeton University, 2008",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Georgia State/full/CV_Nguedia-Pierre-Nguimkeu_2012.docx,Pierre E. N. Nguimkeu,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/full/CV_Garth-Heutel_2024.docx,Garth Heutel,2017,Georgia State University,10,"Associate Professor, August 2017 – August 2023 Assistant Professor, August 2014 – August 2017","PhD., Economics, University of Texas, Austin, TX, May 2007 M.S., Economics, University of Texas, Austin, TX, May 2005",0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Georgia State/full/CV_James-Marton_2022.docx,James Henry Marton,,,,,"Ph.D., Economics, Washington University, May 2002.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/full/CV_James-Cox_2023.docx,James C. Cox,1973,University of Massachusetts at Amherst,2,"Associate Professor (1973-77) and Assistant Professor (1970-73), Department of Economics, University of Massachusetts at Amherst.","Ph.D. in Economics, Harvard University, 1971 Woodrow Wilson Fellow, 1965-66",2,4,2,1,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,0,1,0,0
Georgia State/full/CV_Vjollca-Sadiraj_2024.docx,Vjollca Sadiraj,,,,,"Ph.D., Economics, 2002. University of Amsterdam",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Georgia State/full/CV_Shiferaw-Gurmu_2017.docx,Shiferaw Gurmu,1998,Georgia State University,6,"1998 - 2010, Associate Professor of Economics and Senior Research Associate, Andrew Young School of Policy Studies, Georgia State University, Atlanta, Georgia.","Ph. D., Economics, Indiana University, Bloomington, Indiana, 1992.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Georgia State/full/CV_Thomas-Mroz_2022.docx,Thomas A. Mroz,,,,,"Ph.D.	Economics/Statistics (minor), Stanford University, 1984",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1
Georgia State/full/CV_Rusty-Tchernis_2022.docx,Rusty Tchernis,2009,Georgia State University,7,"Associate Professor
Department of Economics, AYSPS, GSU, Atlanta, GA	2009 – 2017","Brown University, Providence, RI	1997 – 2002
Ph.D. in Economics, Dissertation: Essays on Labor Mobility",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Georgia Tech/associate/1d4764eb-ad63-5239-ab61-57c264086f16.docx,Matthew E. Oliver,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/full/CV_Yongsheng-Xu_2009.docx,Yongsheng Xu,1999,Georgia State University,7,"Professor, Georgia State University, 2004-present Associate Professor, Georgia State University, 1999-2004 Lecturer, University of Nottingham, 1995-2001 Associate Professor, Hitotsubashi University, 1998-1999 Lecturer, University of Durham, 1994-1995","Ph.D. (Economics), Tulane University, 1992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1
Georgia Tech/associate/60e67039-0ce4-54b4-a654-427065c0fa84.docx,Olga Shemyakina,2015,Georgia Institute of Technology,8,"Associate Professor, School of Economics	08/2015 – Present",Ph.D. Economics	2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Georgia Tech/associate/54ad860f-1832-5a4a-b6fc-8b53ea7a22fd.docx,USHA NAIR-REICHERT,2001,Georgia Institute of Technology,6,"Georgia Institute of Technology, School of Economics, Ivan Allen College. Associate Professor, since 2001.","Ph.D. Economics, Krannert Graduate School of Management, Purdue University, 1995.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Georgia Tech/associate/Gonzalez_CV.docx,Robert M. Gonzalez,2024,Georgia Institute of Technology,8,"EMPLOYMENT	Associate Professor, Georgia Tech	Fall 2024-present","EDUCATION	Ph.D. in Economics, UNC-Chapel Hill	Spring 2016",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
Georgia Tech/associate/Mikhail Klimenko.docx,Mikhail Klimenko,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1
Georgia Tech/associate/bc40ff64-4e43-5327-b822-c69a074ed835.docx,Justin Burkett,2020,Georgia Institute of Technology,,Associate Professor	Aug 2020 – Present,Ph.D. in Economics	Aug 2007 – Dec 2012,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0
Georgia Tech/associate/62ce3c65-ea40-565e-9253-6ce7eec523fe.docx,WILLIE J. BELTON Jr.,1994,Georgia Institute of Technology,7,"Associate Professor, Georgia Institute of Technology, 7/1/94 - present Assistant Professor, Georgia Institute of Technology, 4/1/87-7/1/94 Instructor of Economics, the Pennsylvania State University, 9/1/84-9/1/86","Ph.D., 1987, The Pennsylvania State University, Economics",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia Tech/full/6e01077e-a5b3-52ea-b30c-b666d5138855.docx,Shatakshee Dhongde,2017,Georgia Institute of Technology,12,"Associate Professor, Georgia Institute of Technology, Atlanta, Georgia, 2017-2024","Ph.D. in Economics, 2005, University of California, Riverside, United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia Tech/full/besedes-cv.docx,Tibor Besedeš,2013,Georgia Institute of Technology,10,Associate Professor	2013 – 2020,Ph.D. in Economics	2003,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1
Georgia Tech/full/CV_Jason_Lindo.docx,Jason M. Lindo,2013,Texas A&M University,4,"Associate Professor of Economics, Texas A&M University, 2013–2018","Ph.D., Economics, University of California, Davis, 2009",1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0
Georgia Tech/associate/wichman_cv_2025.docx,Casey J. Wichman,2023,Georgia Institute of Technology,8,"2023–	Associate Professor, School of Economics, Georgia Institute of Technology","Ph.D	Agricultural & Resource Economics, University of Maryland, 2015",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Houston/associate/FanWangCV.docx,Fan Wang,2022,University of Houston,7,"Associate Professor, Department of Economics, University of Houston, 2022–","Ph.D. in Economics, University of Pennsylvania, Philadelphia, Pennsylvania, 2015.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Georgia Tech/full/cv.docx,Christine P. Ries,1984,Duke University,7,"l984-l986, Associate Professor, Duke University, Fuqua School of Business. l98l-l984, Assistant Professor, Duke University, Fuqua School of Business.","Ph.D. Business Economics, University of Chicago, 1977.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Houston/associate/cv_2024_dec_szabo.docx,Andrea Szabo,2017,University of Houston,7,"2017 –	Associate Professor (with tenure), Economics Department, University of Houston","2010	Ph.D. in Economics, University of Minnesota",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Houston/associate/cv_paluszynski.docx,Radek Paluszynski,,,,,"Ph.D., Economics, University of Minnesota, July 2016 M.A., Economics, University of Minnesota, November 2014",0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Houston/associate/cv_Oct2024_Cubas.docx,German Cubas,2019,University of Houston,9,"Associate Professor, Department of Economics, University of Houston, September 2019-Present.","Ph.D. Economics, University of Iowa, July 2010.",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Georgia Tech/full/fe161b52-7155-5aa6-8ec0-d30e4f9554ed.docx,Haizheng Li,2004,Georgia Institute of Technology,7,"Associate Professor, School of Economics, Georgia Institute of Technology, Atlanta, USA, August 2004 – June 2010","Ph.D., Economics, University of Colorado-Boulder, USA, August 1997 M.A., Economics, University of Colorado-Boulder, USA, 1995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Houston/associate/cv_willafriedman.docx,Willa Friedman,2023,University of Houston,10,"University of Houston Economics Department (2023-present), Associate Professor  Houston, TX","University of California, Berkeley • Economics • PhD, 2013	Berkeley, CA",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
Houston/full/CV_Jan2025_Sorensen.docx,Bent E. Sørensen,1994,University of Copenhagen and Copenhagen Business School,4,"Visiting Associate Professor, University of Copenhagen and Copenhagen Business School, 1994–1995.","Ph. D.—University of Copenhagen, December 1990. Thesis topic: 3 Essays on Econo- metric Estimation of Economic and Financial Models.",1,1,0,0,1,2,0,1,0,0,0,1,3,1,0,0,0,1,0,4,0,3,0
Houston/full/CV_Juhn_February_2021.docx,Chinhui Juhn,1996,University of Houston,5,"Associate Professor, University of Houston, 1996 – 2002","Ph.D. in Economics, University of Chicago, 1991",1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1
Houston/full/CV_gergely.docx,Gergely Ujhelyi,2014,University of Houston,7,"Associate Professor, 2014-2023; Assistant Professor, 2007-2014","PhD in Economics, Harvard University, 2007. Dissertation chair: Elhanan Helpman MA in Economics, Central European University, 2002",0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,2
Houston/full/JanetKohlhase_CV_Aug_2024_for_web.docx,Janet E. Kohlhase,1990,University of Houston,10,"Associate Professor, 1990-2010","Ph.D., 1980, Department of Regional Science M.A., 1977, Department of Regional Science.",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Houston/full/Vita_2025_June_Craig.docx,Steven G. Craig,1988,University of Houston,,"Professor of Economics, 1997-present; Associate Professor of Economics, 1988-97; Assistant Professor of Economics, 1981-88.",,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1
Houston/full/cv_maheshri.docx,Vikram Maheshri,2018,University of Houston,8,"2018–25	Associate Professor, Dept. of Economics, University of Houston","2010	University of California, Berkeley Ph.D., Economics",0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,2,0,0
Houston/full/achin_cv.docx,Aimee Chin,2007,University of Houston,6,"Professor, University of Houston Department of Economics, from Fall 2014. Associate Professor, Fall 2007-Summer 2014. Assistant Professor, Fall 2001- Summer 2007.","Ph.D., Economics, Massachusetts Institute of Technology, June 2001.",0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,3
Houston/full/cv_vollrath.docx,Dietrich E. Vollrath,2011,University of Houston,6,"Chair, Dept. of Economics, University of Houston, 2019-2025 Associate Professor, University of Houston, 2011-2017 Assistant Professor, University of Houston, 2005-2011 Visiting Professor, Dartmouth College, (Summers) 2011-2019","Education	Brown University, Ph.D., Economics, 2005",0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Indiana Bloomington/associate/BulentGuler_CV.docx,Bulent Guler,2016,Indiana University,,Associate Professor	2016-present,Ph.D. in Economics	2006 - 2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0
Houston/full/vita_papell.docx,David H. Papell,1989,University of Houston,8,"Associate Professor, Department of Economics, University of Houston, 1989-1995 Visiting Scholar, Research Department, International Monetary Fund, Spring 1990 Assistant Professor, University of Houston, 1984-1989","Department of Economics, Columbia University, Ph.D. 1981, M. Phil. 1979, M.A. 1976 School of International Affairs, Columbia University, 1974-1975",0,2,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,3,0,6,0,0,2
Indiana Bloomington/associate/CV_Avoyan.docx,Ala Avoyan,2025,Indiana University,7,"Associate Professor (with tenure), Department of Economics, Indiana University	2025–present","Ph.D. in Economics, New York University	2012–2018",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Bloomington/associate/CV_RULIXIAO.docx,Ruli Xiao,2021,Indiana University,7,"Associate Professor, Department of Economics, Indiana University, 2021 - present Assistant Professor, Department of Economics, Indiana University, 2014-2021","Ph.D. Economics, Johns Hopkins University, 2014.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
Indiana Bloomington/associate/CV_mostafa.docx,,2019,Indiana University,11,"Associate Professor of Economics, Indiana University, 2019-present. Assistant Professor of Economics, Indiana University, 2013-2019.","Ph.D., Economics, Vanderbilt University (August 2008).",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0
Indiana Bloomington/associate/CV_Lashkaripour.docx,Ahmad Lashkaripour,2022,"Indiana University, Bloomington",8,2022-present Associate Professor of Economics,"2009–2014	PH.D. IN ECONOMICS, .",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
Indiana Bloomington/associate/cv_gustavo_torrens_september_2022.docx,Gustavo Federico Torrens,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Bloomington/associate/cv_melo_emerson.docx,Emerson Melo,2022,Indiana University Bloomington,9,"July-2022-present, Associate professor of Economics, Indiana University Bloomington.","PhD in Social Sciences, June 2013.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Indiana Bloomington/full/VITA_25_11.docx,Daniela Puzzello,2010,University of Illinois at Urbana-Champaign,,"Associate Professor of Economics, University of Illinois at Urbana-Champaign, 2010-2011 Assistant Professor of Economics, University of Illinois at Urbana-Champaign, 2007-2010 Assistant Professor of Economics and Mathematics, University of Kentucky, 2005-2007",,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1,0,0,0
Indiana Bloomington/full/Walker_CV_November2025.docx,Todd B. Walker,2013,Indiana University,7,"Assistant Professor of Economics, Indiana University (2006 – 2013) Associate Professor of Economics, Indiana University (2013 – 2017) Director of Graduate Studies, Indiana University (2013 – 2017) Associate Editor, European Economic Review (2011 –2017) Associate Editor, Economic Inquiry (2014–2017)","Ph.D. Economics, University of Iowa, 2006",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0
Indiana Bloomington/full/alexeev_cv_dec_2023.docx,Michael V. Alexeev,1990,George Mason University,6,"1984 - 1992:	Department of Economics, George Mason University, Fairfax, VA; 1984 – 1990: Assistant Professor; 1990 – 1992: Associate Professor","1979 - 1984: Duke University, Durham, NC Degree Earned: Ph.D. in Economics",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Indiana Bloomington/full/CV_Lugovskyy.docx,VOLODYMYR LUGOVSKYY,2017,Indiana University,13,"Indiana University – Associate Professor of Economics (2017–2024), DGS (2020-2024)","Ph.D. Economics (2004), Purdue University",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Indiana Bloomington/full/lueck-cv.docx,Dean Lueck,1997,Montana State University,10,"1997-2004, Professor (Associate Professor), Department of Agricultural Economics & Economics, Montana State University, Bozeman, MT","1987, PhD in Economics, University of Washington, Seattle, USA",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Indiana Bloomington/full/james-walker-cv-september-2025.docx,James M. Walker,1987,Indiana University,9,"1987-1991:	Associate Professor, Indiana University","Doctor of Philosophy, 1978
Texas A&M University, College Station, Texas Major Field: Economics",1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1
Indiana Bloomington/full/chang-cv.docx,Yoosoon Chang,2002,Rice University,7,"2002-2006: Associate Professor, Department of Economics, Rice University","1995. Ph.D. in Economics, Yale University",0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,8,0
Indiana Bloomington/full/park-cv.docx,Joon Y. Park,1991,University of Toronto,4,"1991.7 - 1993.8: Associate Professor of Economics, University of Toronto, Canada.","1987 Ph.D. in Economics, Yale University, New Haven, Connecticut, USA. Dissertation super- vised by P.C.B. Phillips and entitled “Statistical Inference in Linear Models with Integrated Processes.”",0,0,4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,18,0
Iowa/associate/SuyongSong_CV.docx,Suyong Song,2019,University of Iowa,9,"Associate Professor of Economics, 2019-present Associate Professor of Finance, 2019-present Henry B. Tippie Research Fellow, 2019-present Tippie College of Business, University of Iowa","Ph.D. Economics, August 2010",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
