file,name,promotion_year,promotion_university,years_post_phd,QUARTERLY JOURNAL OF ECONOMICS,AMERICAN ECONOMIC REVIEW,ECONOMETRICA,REVIEW OF ECONOMIC STUDIES,JOURNAL OF POLITICAL ECONOMY,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,THEORETICAL ECONOMICS,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,QUANTITATIVE ECONOMICS,REVIEW OF ECONOMICS AND STATISTICS,ECONOMIC JOURNAL,INTERNATIONAL ECONOMIC REVIEW,JOURNAL OF ECONOMIC THEORY,JOURNAL OF LABOR ECONOMICS,JOURNAL OF MONETARY ECONOMICS,RAND JOURNAL OF ECONOMICS,JOURNAL OF INTERNATIONAL ECONOMICS,JOURNAL OF PUBLIC ECONOMICS,JOURNAL OF ECONOMETRICS,JOURNAL OF DEVELOPMENT ECONOMICS
Emory/full/CV_YUE2024.docx,Vivian Zhanwei Yue,2014,Emory University,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0
Emory/full/ResumeSept23.docx,Stefan Hoderlein,2008,Brown University,6,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,14,0
Emory/full/Rubio-Ramirez-CV.docx,Juan F. Rubio-Ramírez,2006,Duke University,5,0,4,2,3,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,1,0,4,0
Emory/full/alexisakira_toda_CV.docx,Alexis Akira Toda,2019,University of California San Diego,6,0,0,1,0,2,0,0,0,0,1,0,2,0,0,0,7,0,1,0,0,0,1,0
Emory/full/cv.docx,Elena Pesavento,2007,Emory University,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Emory/full/engCV2.docx,David T. Jacho-Chavez,2013,Emory University,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
Emory/full/google_vitae.docx,In-Koo Cho,1992,University of Chicago,6,1,1,1,4,0,0,0,0,0,1,0,0,0,0,1,6,0,0,1,0,0,0,0
Emory/full/web_cv_markowitz_7_25.docx,Sara J. Markowitz,2005,Rutgers University,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emory/full/vita.docx,Hugo M. Mialon,2010,Emory University,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0
Emory/full/vitae_zha.docx,Tao Zha,2009,Emory University,17,0,4,2,1,1,0,0,0,0,0,0,2,1,1,3,2,0,4,0,0,0,5,0
Florida/full/CV-Chatterjee.docx,Santanu Chatterjee,2007,University of Georgia,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Florida/full/Roger_CV_March_2024.docx,Roger D. Blair,1974,University of Florida,6,1,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0
Florida/full/Dinopoulos-CV-2025-3.docx,Elias Dinopoulos,1988,University of Florida,3,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,10,0,0,2
Florida/full/RomanoVitaeFeb2025.docx,Richard E. Romano,1995,University of Florida,12,2,2,1,1,1,0,0,0,0,0,1,0,0,1,3,1,0,0,3,0,10,0,0
Florida/full/Rush-CV-2024.docx,Mark Rush,1986,University of Florida,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,6,0,0,0,0,0
Florida/full/SLUTSKY-CV-2021.docx,Steven M. Slutsky,1980,Tulane University,5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,5,0,0
Florida/full/vitjan-26-Terza.docx,Joseph V. Terza,1986,University of Georgia,5,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0
GWU/associate/bdwilliams_cv_112224.docx,Benjamin D. Williams,2020,George Washington University,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
GWU/full/Academic CV - Vonortas.docx,Nicholas S. Vonortas,1996,George Washington University,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GWU/associate/gwuresume_ChaoWei_Apr2024.docx,Chao Wei,2010,George Washington University,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GWU/associate/kukacv.docx,Elira Kuka,2023,George Washington University,8,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
GWU/full/CV Remi Jedwab 11132025 web.docx,Remi C. Jedwab,2016,George Washington University,4,0,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
GWU/full/Academic_CV_ Pelzman_September _2019 - Joseph Pelzman.docx,Joseph Pelzman,1980,George Washington University,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GWU/full/CarrilloCurrentCV.docx,Paul E. Carrillo,2013,George Washington University,7,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1
GWU/full/JayShambaughCV-2-22.docx,Jay C. Shambaugh,2008,Dartmouth College,6,1,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0
"GWU/full/Robert F. Phillips, GWU.docx",Robert F. Phillips,1991,George Washington University,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
GWU/full/Kaminsky-CV.docx,Graciela Laura Kaminsky,,,,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,5
GWU/full/Stephen Smith CV.docx,Stephen C. Smith,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
GWU/full/chris_sleet_cv.docx,Christopher Sleet,2013,Carnegie Mellon University,15,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0
GWU/full/sinclair_cv.docx,Tara M. Sinclair,2011,The George Washington University,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GWU/full/cv_chen.docx,Maggie Xiaoyang Chen,,,,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,1
GWU/full/samaniegocv.docx,Roberto Samaniego,2007,George Washington University,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Georgetown/associate/Alexpoirier_CV 2.docx,Alexandre Poirier,2022,Georgetown University,9,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
Georgetown/full/AndersonCV.docx,Axel Z. Anderson,2010,Georgetown University,8,0,2,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0
Georgetown/associate/CVDanCaoMay2024.docx,Dan Cao,2018,Georgetown University,8,0,0,1,0,0,2,0,0,0,0,2,0,0,1,0,3,0,2,0,0,0,0,0
Georgetown/full/CPCVita.docx,Christopher P. Chambers,2006,California Institute of Technology,3,0,1,4,0,1,0,0,1,0,5,6,0,0,1,1,13,0,0,1,0,0,0,0
Georgetown/full/CV 23.docx,Francis Vella,1997,Rutgers University,7,0,0,1,1,0,0,0,0,0,0,0,1,3,0,1,0,1,0,0,0,0,7,0
Georgetown/full/CvGenicot.docx,Garance Genicot,2007,Georgetown University,8,0,2,1,1,1,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,3
Georgetown/full/CV_GU_251020.docx,Ivana Komunjer,2009,University of California San Diego,7,0,0,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
Georgetown/full/CV_LB_April2025.docx,Laurent Bouton,2017,Georgetown University,8,0,1,1,1,1,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0
Georgetown/full/Mayda CV.docx,Anna Maria Mayda,2009,Georgetown University,6,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,1
Georgetown/full/Renee Bowen CV 02202025.docx,T. Renee Bowen,2017,"University of California, San Diego",9,2,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0
Georgetown/full/Rodney D. Ludema - Curriculum Vitae.docx,Rodney D. Ludema,2001,Georgetown University,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,1,0,1
Georgetown/full/SchwartzCV-Sept2025.docx,Marius Schwartz,1987,Georgetown University,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0
Georgetown/full/Roger Lagunoff - CV.docx,Roger Lagunoff,1999,Georgetown University,10,0,1,2,4,0,0,0,0,0,0,2,0,0,0,4,3,0,0,0,1,3,0,0
Georgetown/full/miller-vita.docx,Nathan H. Miller,2017,Georgetown University,9,0,2,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0
Georgetown/full/VITAE.docx,Behzad T. Diba,1988,Georgetown University,4,1,2,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,5,0,3,1,0,0
Georgetown/full/VITA.docx,Mark Huggett,1999,Georgetown University,8,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,7,0,0,0,0,0
Georgetown/full/cv.docx,Toshihiko Mukoyama,,,,0,1,0,1,0,2,0,0,0,2,0,1,0,0,0,2,0,5,0,0,0,0,0
Georgetown/full/vita-2.docx,Arik Levinson,2000,Georgetown University,7,0,2,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,4,0,0
Georgetown/full/mv_04_25.docx,Nuno Limao,,,,0,3,0,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,11,1,0,0
Georgetown/full/vitashort.docx,Ian Gale,1997,Georgetown University,11,0,4,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Georgia/associate/Callaway-CV-3.docx,Brantly Callaway,2023,University of Georgia,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0
Georgia/associate/James Berry CV latest.docx,James W. Berry,2019,University of Delaware,10,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Georgia/associate/Liebman_CV.docx,Eli Liebman,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia/associate/Vitae_Lin_2026.docx,Zhongjian Lin,2025,University of Georgia,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Georgia/associate/RoozbehHosseini_CV.docx,Roozbeh Hosseini,2020,University of Georgia,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Georgia/associate/Zimmermann_cv.docx,Laura V. Zimmermann,2021,University of Georgia,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
Georgia/associate/cv2024_Pashchenko.docx,Svetlana Pashchenko,2021,University of Georgia,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0
Georgia/full/CV-Chatterjee.docx,Santanu Chatterjee,2007,University of Georgia,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Georgia/associate/gregorio_caetano_cv.docx,Gregorio Caetano,2022,University of Georgia,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0
Georgia/associate/newberry_cv.docx,Peter William Newberry,2022,University of Georgia,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Georgia/associate/nyodercv_ac.docx,Nathan Yoder,2024,University of Georgia,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia/full/JohnLTurnerCurrentCVAugust2025.docx,John L. Turner,2008,University of Georgia,6,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,3,0,0,0
Georgia/full/SkiraCV.docx,Meghan M. Skira,2018,University of Georgia,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Georgia/full/gervais_cv_20230622.docx,Martin Gervais,2007,University of Southampton,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0
Georgia/full/vita_cornwell.docx,Christopher M. Cornwell,1994,University of Georgia,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,3,0
Georgia/full/vita_lastrapes.docx,William D. Lastrapes,1994,University of Georgia,8,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Georgia State/associate/CV_Carlianne-Patrick_2019.docx,Carlianne E. Patrick,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/associate/CV_Benjamin-Marx_2024.docx,,2021,University of Illinois at Urbana-Champaign,7,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Georgia State/associate/CV_Daniel-Kreisman_2018.docx,Daniel Kreisman,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Georgia State/associate/CV_Goncalo-Monteiro_2022.docx,Goncalo Monteiro,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/associate/CV_Jonathan-Smith_2023.docx,Jonathan Smith,2021,Georgia State University,10,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0
Georgia State/associate/CV_Mark-Rider_2009.docx,Mark Rider,1999,Kennesaw State University,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Georgia State/associate/CV_Susan-Laury_2018.docx,Susan K. Laury,2003,Georgia State University,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Georgia State/associate/CV_Stefano-Carattini_2023.docx,Stefano Carattini,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/full/CV_Alberto-Chong_2022.docx,Alberto E. Chong,2012,University of Ottawa,19,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,1,3,0,2
Georgia State/full/CV_Bruce-Kaufman_2022.docx,Bruce E. Kaufman,1984,Georgia State University,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/full/CV_David-Ribar_2023.docx,David C. Ribar,1999,The George Washington University,8,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,0,0
Georgia State/full/CV_Elaine-Liu_2025.docx,Elaine M. Liu,2014,University of Houston,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Georgia State/full/CV_James-Cox_2023.docx,James C. Cox,1977,University of Massachusetts at Amherst,6,2,6,2,1,0,0,0,0,0,0,0,0,1,2,1,3,0,0,1,0,1,0,0
Georgia State/full/CV_Garth-Heutel_2024.docx,Garth Heutel,2017,Georgia State University,10,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Georgia State/full/CV_James-Marton_2022.docx,James Henry Marton,2007,Georgia State University,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/full/CV_Nguedia-Pierre-Nguimkeu_2012.docx,Pierre E. N. Nguimkeu,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/full/CV_Rusty-Tchernis_2022.docx,Rusty Tchernis,2009,Georgia State University,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Georgia State/full/CV_Shiferaw-Gurmu_2017.docx,Shiferaw Gurmu,1998,Georgia State University,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Georgia State/full/CV_Thomas-Mroz_2022.docx,Thomas A. Mroz,1992,University of North Carolina at Chapel Hill,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1
Georgia State/full/CV_Yongsheng-Xu_2009.docx,Yongsheng Xu,1999,Hitotsubashi University,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
Georgia State/full/CV_Vjollca-Sadiraj_2024.docx,Vjollca Sadiraj,2013,Georgia State University,11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Georgia Tech/associate/1d4764eb-ad63-5239-ab61-57c264086f16.docx,Matthew E. Oliver,2019,Georgia Institute of Technology,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia Tech/associate/54ad860f-1832-5a4a-b6fc-8b53ea7a22fd.docx,Usha Nair-Reichert,2001,Georgia Institute of Technology,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
Georgia Tech/associate/60e67039-0ce4-54b4-a654-427065c0fa84.docx,Olga Shemyakina,2015,Georgia Institute of Technology,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Georgia Tech/associate/62ce3c65-ea40-565e-9253-6ce7eec523fe.docx,Willie J. Belton Jr.,1994,Georgia Institute of Technology,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia Tech/associate/Gonzalez_CV.docx,Robert M. Gonzalez,2024,Georgia Institute of Technology,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
Georgia Tech/associate/Mikhail Klimenko.docx,Mikhail Klimenko,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1
Georgia Tech/associate/bc40ff64-4e43-5327-b822-c69a074ed835.docx,Justin Burkett,2020,Georgia Institute of Technology,8,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0
Georgia Tech/associate/wichman_cv_2025.docx,Casey J. Wichman,2023,Georgia Institute of Technology,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Georgia Tech/full/6e01077e-a5b3-52ea-b30c-b666d5138855.docx,Shatakshee Dhongde,2017,Georgia Institute of Technology,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia Tech/full/CV_Jason_Lindo.docx,Jason M. Lindo,2013,Texas A&M University,4,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Georgia Tech/full/cv.docx,Christine P. Ries,1986,The Claremont Graduate School,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Georgia Tech/full/fe161b52-7155-5aa6-8ec0-d30e4f9554ed.docx,Haizheng Li,2004,Georgia Institute of Technology,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Georgia Tech/full/besedes-cv.docx,Tibor Besedeš,2013,Georgia Institute of Technology,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1
Houston/associate/FanWangCV.docx,Fan Wang,2022,University of Houston,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Houston/associate/cv_2024_dec_szabo.docx,Andrea Szabo,2017,University of Houston,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Houston/associate/cv_paluszynski.docx,Radek Paluszynski,2023,University of Houston,7,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Houston/associate/cv_Oct2024_Cubas.docx,German Cubas,2019,University of Houston,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Houston/full/CV_Jan2025_Sorensen.docx,Bent E. Sørensen,2001,Binghamton University,11,1,1,0,0,1,2,0,1,0,0,0,1,3,1,0,0,0,1,0,5,0,3,0
Houston/associate/cv_willafriedman.docx,Willa Friedman,2023,University of Houston,10,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
Houston/full/CV_Juhn_February_2021.docx,Chinhui Juhn,1996,University of Houston,5,1,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1
Houston/full/CV_gergely.docx,Gergely Ujhelyi,2014,University of Houston,7,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2
Houston/full/JanetKohlhase_CV_Aug_2024_for_web.docx,Janet E. Kohlhase,1990,University of Houston,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Houston/full/achin_cv.docx,Aimee Chin,2007,University of Houston,6,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,3
Houston/full/Vita_2025_June_Craig.docx,Steven G. Craig,,,,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1
Houston/full/cv_maheshri.docx,Vikram Maheshri,2018,University of Houston,8,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,2,0,0
Houston/full/cv_vollrath.docx,Dietrich E. Vollrath,2011,University of Houston,6,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Houston/full/vita_papell.docx,David H. Papell,,,,0,2,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,3,0,7,0,0,2
Indiana Bloomington/associate/BulentGuler_CV.docx,Bulent Guler,2016,Indiana University,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Indiana Bloomington/associate/CV_Avoyan.docx,Ala Avoyan,2025,Indiana University,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Bloomington/associate/CV_Lashkaripour.docx,Ahmad Lashkaripour,2022,"Indiana University, Bloomington",8,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0
Indiana Bloomington/associate/CV_RULIXIAO.docx,Ruli Xiao,2021,Indiana University,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
Indiana Bloomington/full/CV_Lugovskyy.docx,Volodymyr Lugovskyy,2017,Indiana University,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Indiana Bloomington/associate/CV_mostafa.docx,,2019,Indiana University,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0
Indiana Bloomington/associate/cv_melo_emerson.docx,Emerson Melo,2022,Indiana University,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Indiana Bloomington/associate/cv_gustavo_torrens_september_2022.docx,Gustavo Federico Torrens,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
Indiana Bloomington/full/alexeev_cv_dec_2023.docx,Michael V. Alexeev,1990,George Mason University,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1
Indiana Bloomington/full/VITA_25_11.docx,Daniela Puzzello,2010,University of Illinois at Urbana-Champaign,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,0,0
Indiana Bloomington/full/Walker_CV_November2025.docx,Todd B. Walker,2013,Indiana University,7,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0
Indiana Bloomington/full/chang-cv.docx,Yoosoon Chang,2002,Rice University,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0
Indiana Bloomington/full/james-walker-cv-september-2025.docx,James M. Walker,1987,Indiana University,9,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1
Indiana Bloomington/full/lueck-cv.docx,Dean Lueck,1997,Montana State University,10,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Iowa/associate/Frisvold_CV.docx,David E. Frisvold,2016,University of Iowa,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Indiana Bloomington/full/park-cv.docx,Joon Y. Park,,,,0,0,5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,27,0
Indiana Bloomington/full/xu-cv.docx,Ke-Li Xu,2012,Texas A&M University,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
"Iowa/full/David J Cooper resume, 2025.docx",David J. Cooper,2003,Case Western Reserve University,11,0,3,0,0,0,0,0,2,0,0,3,0,0,3,1,2,0,0,1,0,0,0,0
Iowa/associate/SuyongSong_CV.docx,Suyong Song,2019,University of Iowa,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
Iowa/full/NicholasY-CV.docx,Nicholas C. Yannelis,,,,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0
Iowa/full/cv_castro.docx,Luciano I. de Castro,2014,University of Iowa,10,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0
Iowa/full/cv_kumar.docx,Anil Kumar,2024,University of Iowa,20,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Iowa State/associate/Bunzel_H_2024_CV.docx,Helle Bunzel,2006,Iowa State University,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Iowa State/associate/Li_J_2025 CV.docx,Jian LI,2023,Iowa State University,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
Iowa State/associate/Turhan_CV_0.docx,Bertan Turhan,2023,Iowa State University,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Iowa State/full/20250701_Rosenbloom_CV.docx,Joshua L. Rosenbloom,1994,University of Kansas,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa State/full/CV-jmc-current.docx,John M. Crespi,2005,Kansas State University,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa State/full/Hart_C_2025Vita.docx,Chad E. Hart,2012,Iowa State University,13,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa State/associate/Zhylyevskyy_O_2024CV.docx,Oleksandr Zhylyevskyy,2014,Iowa State University,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Iowa State/full/Cordoba_CV_September_2025.docx,Juan Carlos Cordoba,2009,Iowa State University,8,0,0,0,2,0,0,0,1,0,1,0,0,0,1,3,0,0,4,0,0,0,0,0
Iowa State/full/LongVitae1.docx,Quinn Rone Arthur Weninger,2003,Iowa State University,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa State/full/John Winters CV August 2025.docx,John V. Winters,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Iowa State/full/Moschini-CV-June 2025-short.docx,GianCarlo Moschini,1995,Iowa State University,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1,0
