file,name,promotion_year,promotion_university,years_post_phd,promotion_evidence,phd_evidence,QUARTERLY JOURNAL OF ECONOMICS,AMERICAN ECONOMIC REVIEW,ECONOMETRICA,REVIEW OF ECONOMIC STUDIES,JOURNAL OF POLITICAL ECONOMY,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,THEORETICAL ECONOMICS,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,QUANTITATIVE ECONOMICS,REVIEW OF ECONOMICS AND STATISTICS,ECONOMIC JOURNAL,INTERNATIONAL ECONOMIC REVIEW,JOURNAL OF ECONOMIC THEORY,JOURNAL OF LABOR ECONOMICS,JOURNAL OF MONETARY ECONOMICS,RAND JOURNAL OF ECONOMICS,JOURNAL OF INTERNATIONAL ECONOMICS,JOURNAL OF PUBLIC ECONOMICS,JOURNAL OF ECONOMETRICS,JOURNAL OF DEVELOPMENT ECONOMICS
Georgetown/full/Roger Lagunoff - CV.docx,Roger Lagunoff,1999,Georgetown University,10,"Associate Professor, Department of Economics, Georgetown University, 1999-2001","Ph.D. Economics, University of Minnesota, 1989",0,0,1,4,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,1,3,0,0
Georgetown/full/SchwartzCV-Sept2025.docx,Marius Schwartz,1987,Georgetown University,5,"Associate Professor, August 1987–May 1993","University of California, Los Angeles: Ph.D. in Economics, 1982",1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0
Georgetown/full/VITA.docx,Mark Huggett,,,,,EDUCATION: University of Minnesota Ph.D. 1991,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0
Georgetown/full/VITAE.docx,Behzad T. Diba,1988,Georgetown University,4,"1988-2002: Assistant and Associate Professor of Economics, Georgetown University.","Ph.D., Economics, June 1984, Brown University, Providence, RI.",1,2,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,5,0,3,1,0,0
Georgetown/full/cv.docx,Toshihiko Mukoyama,2011,University of Virginia,9,"Associate Professor, University of Virginia, August 2011-May 2018","Ph.D. in Economics, University of Rochester, October 2002",0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0
Georgetown/full/miller-vita.docx,Nathan H. Miller,2017,Georgetown University,9,"Associate Professor, McDonough School of Business, 2017-2022","Ph.D., Economics, University of California at Berkeley, 2008",0,2,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0
Georgetown/full/mv_04_25.docx,,2008,University of Maryland,7,"Associate Professor, University of Maryland, Department of Economics, 08/08-08/15","Ph.D. in Economics (Distinction), 1996-2001",0,2,0,1,0,0,0,0,2,0,1,0,0,1,1,0,0,0,0,10,1,0,0
Georgetown/full/vita-2.docx,Arik Levinson,2000,Georgetown University,7,"Georgetown University Department of Economics, Washington, DC. Professor, 2009– present; Associate Professor, 2000–09.",Ph.D. Columbia University Department of Economics. 1993.,0,2,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,3,0,0
Georgetown/full/vitashort.docx,Ian Gale,1997,Georgetown University,11,"Associate Professor, Georgetown University, 1997-2000","Princeton University, Ph.D., 1986",0,3,0,2,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0
Georgia/associate/Callaway-CV-3.docx,Brantly Callaway,2023,University of Georgia,7,"Associate Professor, 2023–","Ph.D., Economics, Vanderbilt University, 2016",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0
Georgia/associate/James Berry CV latest.docx,James W. Berry,2019,University of Delaware,10,"2019-Present: Associate Professor (with tenure), Department of Economics, University of Delaware","PhD, Economics, 2009",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
Georgia/associate/Liebman_CV.docx,Eli Liebman,,,,,"Ph.D., Economics, Duke University, 2017",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia/associate/RoozbehHosseini_CV.docx,Roozbeh Hosseini,2020,University of Georgia,,"2020–	Associate Professor, John Munro Godfrey Sr. Department of Economics, University of Georgia",,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Georgia/associate/Vitae_Lin_2026.docx,Zhongjian Lin,2025,University of Georgia,11,"Associate Professor of Economics, University of Georgia, 2025–Present","Ph.D. in Economics, Texas A&M University, 2014",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
Georgia/associate/Zimmermann_cv.docx,LAURA V. ZIMMERMANN,,,,,"2014	Ph.D. in Economics, University of Michigan",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
Georgia/associate/cv2024_Pashchenko.docx,Svetlana Pashchenko,,,,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0
Georgia/associate/gregorio_caetano_cv.docx,Gregorio Caetano,2022,University of Georgia,13,"University of Georgia, Associate Professor of Economics (with Tenure). Fall 2022–Present.","Ph.D. Economics, UC Berkeley, May 2009.",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0
Georgia/associate/newberry_cv.docx,Peter William Newberry,2022,University of Georgia,10,"Associate Professor of Economics (with tenure), University of Georgia, Terry College of Business, July 2022-Present.","Ph.D. in Economics, May 2012",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Georgia/associate/nyodercv_ac.docx,Nathan Yoder,2024,University of Georgia,7,"2024-Present Associate Professor, University of Georgia, Terry College of Business, Department of Economics.","2017 Ph.D., University of Wisconsin-Madison.",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia/full/CV-Chatterjee.docx,Santanu Chatterjee,2007,University of Georgia,6,"Associate Professor, Department of Economics (with tenure), 2007-2019","University of Washington, Seattle, USA Ph.D., Economics, 2001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Georgia/full/JohnLTurnerCurrentCVAugust2025.docx,John L. Turner,2008,University of Georgia,6,"Associate Professor, Economics, 2008 - 17.","PhD, Economics, 2002.",0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,3,0,0,0
Georgia/full/SkiraCV.docx,Meghan M. Skira,2018,University of Georgia,6,"Associate Professor, Department of Economics, University of Georgia, 2018-2024","Ph.D. Economics, Boston College, 2012",0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Georgia/full/gervais_cv_20230622.docx,Martin Gervais,2011,University of Iowa,12,"Associate Professor of Economics, University of Iowa, August 2011–May 2018.","Ph.D. in Economics, The University of Western Ontario, May 1999.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0,0,0,0
Georgia/full/vita_cornwell.docx,CHRISTOPHER M. CORNWELL,1994,University of Georgia,9,"September 1994–August 2002: Associate Professor, Department of Economics, University of Georgia","PhD, Michigan State University, 1985",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,2,0
Georgia/full/vita_lastrapes.docx,William D. Lastrapes,1994,University of Georgia,8,"Associate Professor of Economics, University of Georgia, 1994-2002.","Ph.D. Economics, University of North Carolina at Chapel Hill, 1986.",0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Georgia State/associate/CV_Benjamin-Marx_2024.docx,,,,,,,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Georgia State/associate/CV_Carlianne-Patrick_2019.docx,Carlianne E. Patrick,,,,,"Ph.D., The Ohio State University, 2012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/associate/CV_Daniel-Kreisman_2018.docx,Daniel Kreisman,,,,,"PhD University of Chicago, 2012",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Georgia State/associate/CV_Goncalo-Monteiro_2022.docx,Goncalo Monteiro,,,,,"Ph.D., Economics, University of Washington, 2004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/associate/CV_Jonathan-Smith_2023.docx,Jonathan Smith,2021,Georgia State University,10,"Associate Professor, Georgia State University, 2021-","Ph.D., Economics, Boston University, Boston MA, May 2011",1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0
Georgia State/associate/CV_Mark-Rider_2009.docx,Mark Rider,1999,Kennesaw State University,7,"June 1999-to-May 2003: Associate Professor of Economics, Department of Economics and Finance, Kennesaw State University, Kennesaw, GA.","Ph.D., Economics, Georgia State University, 1992.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Georgia State/associate/CV_Stefano-Carattini_2023.docx,Stefano Carattini,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Georgia State/associate/CV_Susan-Laury_2018.docx,Susan K. Laury,2003,Georgia State University,7,"2003 -	Associate Professor of Economics, Georgia State University","Ph.D., Economics, Indiana University, 1996",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Georgia State/full/CV_Alberto-Chong_2022.docx,ALBERTO E. CHONG,,,,,,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,4,0,1
Georgia State/full/CV_David-Ribar_2023.docx,David C. Ribar,1999,The George Washington University,8,"Professor, Department of Economics, The George Washington University, 2003-2006 (Associate Professor 1999-2003; Assistant Professor 1996-1999).","Ph.D., Economics, May 1991, Brown University.",0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Georgia State/full/CV_Bruce-Kaufman_2022.docx,Bruce E. Kaufman,1984,Georgia State University,6,"Associate Professor of Economics, Georgia State University, 1984-1988.","Ph.D., Economics, University of Wisconsin-Madison, 1978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/full/CV_Elaine-Liu_2025.docx,ELAINE M. LIU,2014,University of Houston,6,"Associate Professor, Department of Economics, University of Houston, 2014-2022","Ph.D., Economics, Princeton University, 2008",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Georgia State/full/CV_Garth-Heutel_2024.docx,Garth Heutel,2017,Georgia State University,10,"Associate Professor, August 2017 – August 2023","PhD., Economics, University of Texas, Austin, TX, May 2007",0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Georgia State/full/CV_James-Marton_2022.docx,James Henry Marton,,,,,"Ph.D., Economics, Washington University, May 2002.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Georgia State/full/CV_James-Cox_2023.docx,James C. Cox,1977,University of Arizona,6,"Associate Professor (1977-82), Department of Economics, University of Arizona.","Ph.D. in Economics, Harvard University, 1971",2,4,1,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,1,0,0
Georgia State/full/CV_Nguedia-Pierre-Nguimkeu_2012.docx,Pierre E. N. Nguimkeu,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/full/CV_Rusty-Tchernis_2022.docx,Rusty Tchernis,2009,Georgia State University,7,"Associate Professor
Department of Economics, AYSPS, GSU, Atlanta, GA	2009 – 2017","Brown University, Providence, RI	1997 – 2002
Ph.D. in Economics, Dissertation: Essays on Labor Mobility",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Georgia State/full/CV_Thomas-Mroz_2022.docx,THOMAS A. MROZ,,,,,"Ph.D.	Economics/Statistics (minor), Stanford University, 1984",0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1
Georgia State/full/CV_Shiferaw-Gurmu_2017.docx,Shiferaw Gurmu,1998,Georgia State University,6,"1998 - 2010, Associate Professor of Economics and Senior Research Associate, Andrew Young School of Policy Studies, Georgia State University, Atlanta, Georgia.","Ph. D., Economics, Indiana University, Bloomington, Indiana, 1992.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0
Georgia State/full/CV_Vjollca-Sadiraj_2024.docx,Vjollca Sadiraj,,,,,"Ph.D., Economics, 2002. University of Amsterdam",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Georgia State/full/CV_Yongsheng-Xu_2009.docx,Yongsheng Xu,1999,Georgia State University,7,"Associate Professor, Georgia State University, 1999-2004","Ph.D. (Economics), Tulane University, 1992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
Georgia Tech/associate/1d4764eb-ad63-5239-ab61-57c264086f16.docx,Matthew E. Oliver,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia Tech/associate/54ad860f-1832-5a4a-b6fc-8b53ea7a22fd.docx,USHA NAIR-REICHERT,2001,Georgia Institute of Technology,6,"Georgia Institute of Technology, School of Economics, Ivan Allen College. Associate Professor, since 2001.","Ph.D. Economics, Krannert Graduate School of Management, Purdue University, 1995.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Georgia Tech/associate/60e67039-0ce4-54b4-a654-427065c0fa84.docx,Olga Shemyakina,2015,Georgia Institute of Technology,8,"Associate Professor, School of Economics	08/2015 – Present",Ph.D. Economics	2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Georgia Tech/associate/62ce3c65-ea40-565e-9253-6ce7eec523fe.docx,WILLIE J. BELTON Jr.,1994,Georgia Institute of Technology,7,"Associate Professor, Georgia Institute of Technology, 7/1/94 - present","Ph.D., 1987, The Pennsylvania State University, Economics",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia Tech/associate/Gonzalez_CV.docx,Robert M. Gonzalez,2024,Georgia Institute of Technology,8,"Associate Professor, Georgia Tech	Fall 2024-present","Ph.D. in Economics, UNC-Chapel Hill	Spring 2016",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
Georgia Tech/associate/Mikhail Klimenko.docx,Mikhail Klimenko,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1
Georgia Tech/associate/bc40ff64-4e43-5327-b822-c69a074ed835.docx,Justin Burkett,2020,Georgia Institute of Technology,8,Associate Professor	Aug 2020 – Present,Ph.D. in Economics	Aug 2007 – Dec 2012,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0
Georgia Tech/associate/wichman_cv_2025.docx,Casey J. Wichman,2023,Georgia Institute of Technology,8,"2023–	Associate Professor, School of Economics, Georgia Institute of Technology","Ph.D	Agricultural & Resource Economics, University of Maryland, 2015",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Georgia Tech/full/6e01077e-a5b3-52ea-b30c-b666d5138855.docx,Shatakshee Dhongde,2017,Georgia Institute of Technology,12,"Associate Professor, Georgia Institute of Technology, Atlanta, Georgia, 2017-2024","Ph.D. in Economics, 2005, University of California, Riverside, United States",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia Tech/full/CV_Jason_Lindo.docx,JASON M. LINDO,2013,Texas A&M University,4,"Associate Professor of Economics, Texas A&M University, 2013–2018","Ph.D., Economics, University of California, Davis, 2009",1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0
Georgia Tech/full/besedes-cv.docx,Tibor Besedeš,2013,Georgia Institute of Technology,10,Associate Professor	2013 – 2020,Ph.D. in Economics	2003,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1
Georgia Tech/full/cv.docx,CHRISTINE P. RIES,1986,The Claremont Graduate School,9,"l986-1990, Associate Professor, The Claremont Graduate School, The Peter F. Drucker Graduate Management Center.","Ph.D. Business Economics, University of Chicago, 1977.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Houston/associate/FanWangCV.docx,Fan Wang,2022,University of Houston,7,"Associate Professor, Department of Economics, University of Houston, 2022–","Ph.D. in Economics, University of Pennsylvania, Philadelphia, Pennsylvania, 2015.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Georgia Tech/full/fe161b52-7155-5aa6-8ec0-d30e4f9554ed.docx,Haizheng Li,2004,Georgia Institute of Technology,7,"Associate Professor, School of Economics, Georgia Institute of Technology, Atlanta, USA, August 2004 – June 2010","Ph.D., Economics, University of Colorado-Boulder, USA, August 1997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Houston/associate/cv_2024_dec_szabo.docx,ANDREA SZABO,2017,University of Houston,7,"2017 –	Associate Professor (with tenure), Economics Department, University of Houston","2010	Ph.D. in Economics, University of Minnesota",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Houston/associate/cv_Oct2024_Cubas.docx,German Cubas,2019,University of Houston,9,"Associate Professor, Department of Economics, University of Houston, September 2019-Present.","Ph.D. Economics, University of Iowa, July 2010.",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Houston/associate/cv_paluszynski.docx,Radek Paluszynski,,,,,"Ph.D., Economics, University of Minnesota, July 2016",0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Houston/associate/cv_willafriedman.docx,Willa Friedman,2023,University of Houston,10,"University of Houston Economics Department (2023-present), Associate Professor","University of California, Berkeley • Economics • PhD, 2013",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
Houston/full/CV_Jan2025_Sorensen.docx,Bent E. Sørensen,,,,,"Ph. D.—University of Copenhagen, December 1990.",1,1,0,0,1,2,0,1,0,0,0,1,2,1,0,0,0,1,0,5,0,3,0
Houston/full/CV_Juhn_February_2021.docx,Chinhui Juhn,1996,University of Houston,5,"Associate Professor, University of Houston, 1996 – 2002","Ph.D. in Economics, University of Chicago, 1991",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1
Houston/full/CV_gergely.docx,Gergely Ujhelyi,2014,University of Houston,7,"Associate Professor, 2014-2023; Assistant Professor, 2007-2014","PhD in Economics, Harvard University, 2007.",0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2
Houston/full/JanetKohlhase_CV_Aug_2024_for_web.docx,JANET E. KOHLHASE,1990,University of Houston,10,"University of Houston, Department of Economics Professor, 2011-present Associate Professor, 1990-2010 Assistant Professor, 1983-1989 Visiting Assistant Professor, 1982-1983.","University of Pennsylvania, Philadelphia Ph.D., 1980, Department of Regional Science M.A., 1977, Department of Regional Science.",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Houston/full/Vita_2025_June_Craig.docx,Steven G. Craig,1988,University of Houston,,"Associate Professor of Economics, 1988-97;",,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,1
Houston/full/achin_cv.docx,Aimee Chin,2007,University of Houston,6,"Associate Professor, Fall 2007-Summer 2014.","Ph.D., Economics, Massachusetts Institute of Technology, June 2001.",0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,3
Houston/full/cv_maheshri.docx,Vikram maheshri,2018,University of Houston,8,"2018–25	Associate Professor, Dept. of Economics, University of Houston","2010	University of California, Berkeley Ph.D., Economics",0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,2,0,0
Houston/full/cv_vollrath.docx,Dietrich E. Vollrath,2011,University of Houston,6,"Associate Professor, University of Houston, 2011-2017","Brown University, Ph.D., Economics, 2005",0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Houston/full/vita_papell.docx,David H. Papell,1989,University of Houston,8,"Associate Professor, Department of Economics, University of Houston, 1989-1995","Department of Economics, Columbia University, Ph.D. 1981",0,2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,5,0,0,2
Indiana Bloomington/associate/BulentGuler_CV.docx,BULENT GULER,2016,Indiana University,7,Associate Professor	2016-present,Ph.D. in Economics	2006 - 2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
Indiana Bloomington/associate/CV_Avoyan.docx,Ala Avoyan,2025,Indiana University,7,"Associate Professor (with tenure), Department of Economics, Indiana University	2025–present","Ph.D. in Economics, New York University	2012–2018",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Bloomington/associate/CV_Lashkaripour.docx,Ahmad Lashkaripour,2022,"Indiana University, Bloomington",8,2022-present Associate Professor of Economics,"2009–2014 PH.D. IN ECONOMICS, .",0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0
Indiana Bloomington/associate/CV_RULIXIAO.docx,Ruli Xiao,2021,Indiana University,7,"Associate Professor, Department of Economics, Indiana University, 2021 - present","Ph.D. Economics, Johns Hopkins University, 2014.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0
Indiana Bloomington/associate/cv_gustavo_torrens_september_2022.docx,GUSTAVO FEDERICO TORRENS,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Bloomington/associate/CV_mostafa.docx,,2019,Indiana University,11,"Associate Professor of Economics, Indiana University, 2019-present.","Ph.D., Economics, Vanderbilt University (August 2008).",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,0,0
Indiana Bloomington/associate/cv_melo_emerson.docx,EMERSON MELO,2022,Indiana University Bloomington,9,"July-2022-present, Associate professor of Economics, Indiana University Bloomington.","PhD in Social Sciences, June 2013.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Indiana Bloomington/full/CV_Lugovskyy.docx,VOLODYMYR LUGOVSKYY,2017,Indiana University,13,"Indiana University – Associate Professor of Economics (2017–2024), DGS (2020-2024)","Ph.D. Economics (2004), Purdue University",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Indiana Bloomington/full/Walker_CV_November2025.docx,Todd B. Walker,2013,Indiana University,7,"Associate Professor of Economics, Indiana University (2013 – 2017)","Ph.D. Economics, University of Iowa, 2006",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0
Indiana Bloomington/full/VITA_25_11.docx,Daniela Puzzello,2010,University of Illinois at Urbana-Champaign,,"Associate Professor of Economics, University of Illinois at Urbana-Champaign, 2010-2011",,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1,0,0,0
Indiana Bloomington/full/alexeev_cv_dec_2023.docx,Michael V. Alexeev,1990,George Mason University,6,"1984 – 1992: Department of Economics, George Mason University, Fairfax, VA; 1984 – 1990: Assistant Professor; 1990 – 1992: Associate Professor","1979 - 1984: Duke University, Durham, NC Degree Earned: Ph.D. in Economics",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Indiana Bloomington/full/chang-cv.docx,Yoosoon Chang,2002,Rice University,7,"2002-2006: Associate Professor, Department of Economics, Rice University","1995. Ph.D. in Economics, Yale University",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0
Indiana Bloomington/full/james-walker-cv-september-2025.docx,JAMES M. WALKER,1987,Indiana University,9,"1987-1991: Associate Professor, Indiana University","Doctor of Philosophy, 1978 Texas A&M University, College Station, Texas Major Field: Economics",1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1
Indiana Bloomington/full/lueck-cv.docx,Dean Lueck,1997,Montana State University,10,"1997-2004, Professor (Associate Professor), Department of Agricultural Economics & Economics, Montana State University, Bozeman, MT","1987, PhD in Economics, University of Washington, Seattle, USA",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Indiana Bloomington/full/park-cv.docx,Joon Y. Park,1991,University of Toronto,4,"1991.7 - 1993.8: Associate Professor of Economics, University of Toronto, Canada.","1987 Ph.D. in Economics, Yale University, New Haven, Connecticut, USA.",0,0,4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,13,0
Indiana Bloomington/full/xu-cv.docx,Ke-Li Xu,2012,Texas A&M University,5,"Associate Professor, Dept. of Economics, Texas A&M University, College Station, 2012–2016.","Ph.D., Yale University, New Haven, CT, 2002–2007.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Iowa/associate/Frisvold_CV.docx,David E. Frisvold,2016,University of Iowa,10,"Associate Professor, 2016 – present","Vanderbilt University, Ph.D., Economics, 2006",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Iowa/associate/SuyongSong_CV.docx,Suyong Song,2019,University of Iowa,9,"Associate Professor of Economics, 2019-present","Ph.D. Economics, August 2010",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
"Iowa/full/David J Cooper resume, 2025.docx",David J. Cooper,2003,Case Western Reserve University,11,"Associate Professor, Case Western Reserve University, Fall 2003 – Spring 2007","Princeton University, Ph.D., Economics, defended September 1992",0,3,0,0,0,0,0,2,0,0,2,0,0,3,1,1,0,0,1,0,0,0,0
Iowa/full/NicholasY-CV.docx,Nicholas C. Yannelis,,,,,"PhD in Economcs,1983, The University of Rochester",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0
Iowa/full/cv_castro.docx,Luciano I. de Castro,2014,University of Iowa,10,"Associate Professor	Department of Economics, University of Iowa	2014-2021","Ph.D. in Mathematical Economics	Instituto de Matemática Pura e Aplicada (IMPA, Brazil)	2001-2004",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0
Iowa/full/cv_kumar.docx,Anil Kumar,2024,University of Iowa,20,"Henry B. Tippie Research Fellow and Professor of Economics (with tenure), University of Iowa, January 2024-Present","Ph.D. Economics, Maxwell School of Syracuse University, Syracuse, New York, 2004",0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1
Iowa State/associate/Bunzel_H_2024_CV.docx,HELLE BUNZEL,2006,Iowa State University,7,"Associate Professor (with tenure), Iowa State University, 2006-present","Ph.D. in Economics, Cornell University, Ithaca, New York, USA (1999)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa State/associate/Li_J_2025 CV.docx,Jian LI,2023,Iowa State University,11,"Associate Professor (with tenure), Department of Economics, Iowa State University, August 2023 – Present","Ph.D. in Economics, University of California, Berkeley, 2012.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
Iowa State/associate/Turhan_CV_0.docx,BERTAN TURHAN,2023,Iowa State University,,Associate Professor (with tenure)		July 2023 - Present,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
