file,name,promotion_year,promotion_university,years_post_phd,QUARTERLY JOURNAL OF ECONOMICS,AMERICAN ECONOMIC REVIEW,ECONOMETRICA,REVIEW OF ECONOMIC STUDIES,JOURNAL OF POLITICAL ECONOMY,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,THEORETICAL ECONOMICS,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,QUANTITATIVE ECONOMICS,REVIEW OF ECONOMICS AND STATISTICS,ECONOMIC JOURNAL,INTERNATIONAL ECONOMIC REVIEW,JOURNAL OF ECONOMIC THEORY,JOURNAL OF LABOR ECONOMICS,JOURNAL OF MONETARY ECONOMICS,RAND JOURNAL OF ECONOMICS,JOURNAL OF INTERNATIONAL ECONOMICS,JOURNAL OF PUBLIC ECONOMICS,JOURNAL OF ECONOMETRICS,JOURNAL OF DEVELOPMENT ECONOMICS
Georgetown/associate/CVDanCaoMay2024.docx,Dan Cao,2018.0,Georgetown University,8.0,0,0,1,0,0,2,0,0,0,0,2,0,0,1,0,3,0,2,0,0,0,0,0
Georgetown/full/AndersonCV.docx,Axel Z. Anderson,2010.0,Georgetown University,8.0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0
Georgetown/full/CPCVita.docx,Christopher P. Chambers,2006.0,California Institute of Technology,3.0,0,1,3,0,1,0,0,1,0,3,5,0,0,1,1,8,0,0,1,0,0,0,0
Georgetown/full/CV 23.docx,Francis Vella,1997.0,Rutgers University,7.0,0,0,1,1,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0,7,0
Georgetown/full/CV_GU_251020.docx,Ivana Komunjer,2009.0,University of California San Diego,7.0,0,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0
Georgetown/full/CV_LB_April2025.docx,Laurent Bouton,2017.0,Georgetown University,8.0,0,1,1,1,1,0,0,2,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0
Georgetown/full/CvGenicot.docx,Garance Genicot,2007.0,Georgetown University,8.0,0,1,1,1,1,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2
Georgetown/full/Mayda CV.docx,Anna Maria Mayda,2009.0,Georgetown University,6.0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1
Georgetown/full/Renee Bowen CV 02202025.docx,T. Renee Bowen,2017.0,"University of California, San Diego",9.0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,0
Georgetown/full/Rodney D. Ludema - Curriculum Vitae.docx,Rodney D. Ludema,2001.0,Georgetown University,11.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0,1
Georgetown/full/Roger Lagunoff - CV.docx,Roger Lagunoff,1999.0,Georgetown University,10.0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,1,3,0,0
Georgetown/full/SchwartzCV-Sept2025.docx,Marius Schwartz,1987.0,Georgetown University,5.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0
Georgetown/full/VITA.docx,Mark Huggett,1999.0,Georgetown University,8.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0
Georgetown/full/VITAE.docx,Behzad T. Diba,1988.0,Georgetown University,4.0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,6,0,3,1,0,0
Georgetown/full/cv.docx,Toshihiko Mukoyama,2011.0,University of Virginia,9.0,0,1,0,1,0,3,0,0,0,0,0,1,0,0,0,2,0,3,0,0,0,0,0
Georgetown/full/miller-vita.docx,Nathan H. Miller,2017.0,Georgetown University,9.0,0,1,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0
Georgetown/full/mv_04_25.docx,Nuno Limão,2008.0,University of Maryland,7.0,0,2,0,1,0,0,0,0,3,0,1,0,0,1,2,0,0,0,0,11,1,0,0
Georgetown/full/vitashort.docx,Ian Gale,1997.0,Georgetown University,11.0,0,3,0,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
Georgetown/full/vita-2.docx,Arik Levinson,2000.0,Georgetown University,7.0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,4,0,0
Georgia State/associate/CV_Benjamin-Marx_2024.docx,Benjamin Marx,2013.0,University of Illinois at Urbana-Champaign,,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Georgia State/associate/CV_Carlianne-Patrick_2019.docx,Carlianne E. Patrick,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/associate/CV_Daniel-Kreisman_2018.docx,Daniel Kreisman,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Georgia State/associate/CV_Goncalo-Monteiro_2022.docx,Goncalo Monteiro,2008.0,"SUNY, University at Buffalo",4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/associate/CV_Jonathan-Smith_2023.docx,Jonathan Smith,2021.0,Georgia State University,10.0,1,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0
Georgia State/associate/CV_Mark-Rider_2009.docx,Mark Rider,1999.0,Kennesaw State University,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Georgia State/associate/CV_Stefano-Carattini_2023.docx,Stefano Carattini,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Georgia State/associate/CV_Susan-Laury_2018.docx,Susan K. Laury,2003.0,Georgia State University,7.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Georgia State/full/CV_Alberto-Chong_2022.docx,Alberto E. Chong,2012.0,University of Ottawa,19.0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,1
Georgia State/full/CV_Bruce-Kaufman_2022.docx,Bruce E. Kaufman,1984.0,Georgia State University,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/full/CV_David-Ribar_2023.docx,David C. Ribar,1999.0,The George Washington University,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
Georgia State/full/CV_Elaine-Liu_2025.docx,Elaine M. Liu,2014.0,University of Houston,6.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Georgia State/full/CV_Garth-Heutel_2024.docx,Garth Heutel,2017.0,Georgia State University,10.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0
Georgia State/full/CV_James-Cox_2023.docx,James C. Cox,1977.0,University of Massachusetts at Amherst,6.0,2,4,1,1,0,0,0,0,0,0,0,0,1,2,1,1,0,0,1,0,1,0,0
Georgia State/full/CV_James-Marton_2022.docx,James Henry Marton,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
Georgia State/full/CV_Nguedia-Pierre-Nguimkeu_2012.docx,Pierre E. N. Nguimkeu,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State/full/CV_Rusty-Tchernis_2022.docx,Rusty Tchernis,2009.0,Georgia State University,7.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Georgia State/full/CV_Shiferaw-Gurmu_2017.docx,Shiferaw Gurmu,1998.0,Georgia State University,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Georgia State/full/CV_Thomas-Mroz_2022.docx,Thomas A. Mroz,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1
Georgia State/full/CV_Vjollca-Sadiraj_2024.docx,Vjollca Sadiraj,2023.0,Georgia State University,21.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Georgia State/full/CV_Yongsheng-Xu_2009.docx,Yongsheng Xu,1999.0,Georgia State University,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1
Georgia Tech/associate/1d4764eb-ad63-5239-ab61-57c264086f16.docx,Matthew E. Oliver,2013.0,Georgia Institute of Technology,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia Tech/associate/60e67039-0ce4-54b4-a654-427065c0fa84.docx,Olga Shemyakina,2015.0,Georgia Institute of Technology,8.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Georgia Tech/associate/54ad860f-1832-5a4a-b6fc-8b53ea7a22fd.docx,Usha Nair-Reichert,2001.0,Georgia Institute of Technology,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Georgia Tech/associate/62ce3c65-ea40-565e-9253-6ce7eec523fe.docx,Willie J. Belton Jr.,1994.0,Georgia Institute of Technology,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia Tech/associate/Gonzalez_CV.docx,Robert M. Gonzalez,2024.0,Georgia Institute of Technology,8.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
Georgia Tech/associate/Mikhail Klimenko.docx,Mikhail Klimenko,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1
Georgia Tech/associate/bc40ff64-4e43-5327-b822-c69a074ed835.docx,Justin Burkett,2020.0,Georgia Institute of Technology,8.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0
Georgia Tech/associate/wichman_cv_2025.docx,Casey J. Wichman,2023.0,Georgia Institute of Technology,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Georgia Tech/full/6e01077e-a5b3-52ea-b30c-b666d5138855.docx,Shatakshee Dhongde,2017.0,Georgia Institute of Technology,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia Tech/full/CV_Jason_Lindo.docx,Jason M. Lindo,2013.0,Texas A&M University,4.0,1,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0
Georgia Tech/full/besedes-cv.docx,Tibor Besedeš,2013.0,Georgia Institute of Technology,10.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1
Georgia Tech/full/cv.docx,Christine P. Ries,1986.0,Duke University,9.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Indiana Bloomington/associate/BulentGuler_CV.docx,Bulent Guler,2016.0,Indiana University,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0
Indiana Bloomington/associate/CV_Avoyan.docx,Ala Avoyan,2025.0,Indiana University,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Bloomington/associate/CV_Lashkaripour.docx,Ahmad Lashkaripour,2022.0,"Indiana University, Bloomington",8.0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0
Indiana Bloomington/associate/CV_RULIXIAO.docx,Ruli Xiao,2021.0,Indiana University,7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0
Indiana Bloomington/associate/cv_gustavo_torrens_september_2022.docx,Gustavo Federico Torrens,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Bloomington/associate/CV_mostafa.docx,MOSTAFA BESHKAR,2019.0,Indiana University,11.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,0
Indiana Bloomington/associate/cv_melo_emerson.docx,Emerson Melo,2022.0,Indiana University Bloomington,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Indiana Bloomington/full/CV_Lugovskyy.docx,Volodymyr Lugovskyy,2017.0,Indiana University,13.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
Indiana Bloomington/full/VITA_25_11.docx,Daniela Puzzello,2010.0,University of Illinois at Urbana-Champaign,,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0
Indiana Bloomington/full/Walker_CV_November2025.docx,Todd B. Walker,2013.0,Indiana University,7.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0
Indiana Bloomington/full/alexeev_cv_dec_2023.docx,Michael V. Alexeev,1990.0,George Mason University,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Indiana Bloomington/full/chang-cv.docx,Yoosoon Chang,2002.0,Rice University,7.0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0
Indiana Bloomington/full/james-walker-cv-september-2025.docx,James M. Walker,1987.0,Indiana University,9.0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,1
Indiana Bloomington/full/lueck-cv.docx,Dean Lueck,1991.0,Louisiana State University,4.0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Indiana Bloomington/full/park-cv.docx,Joon Y. Park,1991.0,University of Toronto,4.0,0,0,5,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,17,0
Indiana Bloomington/full/xu-cv.docx,Ke-Li Xu,2012.0,Texas A&M University,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
Iowa State/associate/Bunzel_H_2024_CV.docx,Helle Bunzel,2006.0,Iowa State University,7.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Iowa State/associate/Li_J_2025 CV.docx,Jian LI,2023.0,Iowa State University,11.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
Iowa State/associate/Turhan_CV_0.docx,Bertan Turhan,2023.0,Iowa State University,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Iowa State/associate/Zhylyevskyy_O_2024CV.docx,Oleksandr Zhylyevskyy,2014.0,Iowa State University,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Iowa State/full/20250701_Rosenbloom_CV.docx,Joshua L. Rosenbloom,1994.0,University of Kansas,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa State/full/CV-jmc-current.docx,John M. Crespi,2005.0,Kansas State University,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa State/full/Cordoba_CV_September_2025.docx,Juan Carlos Cordoba,2009.0,Iowa State University,8.0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0,0,2,0,0,0,0,0
Iowa State/full/John Winters CV August 2025.docx,John V. Winters,2016.0,Oklahoma State University,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa State/full/Hart_C_2025Vita.docx,Chad Hart,2012.0,Iowa State University,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa State/full/Lence_S_2025CV.docx,Sergio H. Lence,1998.0,Iowa State University,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa State/full/LongVitae1.docx,Quinn Rone Arthur Weninger,2003.0,Iowa State University,8.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Iowa State/full/Moschini-CV-June 2025-short.docx,GianCarlo Moschini,1991.0,Iowa State University,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,2,0
Iowa State/full/ORAZEM.docx,Peter Francis Orazem,1988.0,Iowa State University,6.0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0
Iowa State/full/RESUME.docx,David A. Hennessy,1999.0,Iowa State University,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iowa State/full/VitaJAHMay2019.docx,Arne Hallam,1988.0,Iowa State University,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Iowa State/full/Singh Rajesh cv 2024.docx,Rajesh Singh,2008.0,Iowa State University,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
Iowa State/full/jbvita March 2024.docx,Joydeep Bhattacharya,2003.0,Iowa State University,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,1,0,0,0,0,0
Iowa State/full/kreider_cv.docx,Brent E. Kreider,2001.0,Iowa State University,7.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0
Michigan State/associate/CVHanzhe.docx,Hanzhe Zhang,2023.0,Michigan State University,8.0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1
Michigan State/associate/Barnwal_CV_Sep_2025.docx,Prabhat Barnwal,2024.0,Michigan State University,9.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Michigan State/associate/CV_ADM.docx,Antonio Doblas-Madrid,2015.0,Michigan State University,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Michigan State/associate/CV_bushong.docx,Benjamin Bushong,2024.0,Michigan State University,11.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Michigan State/associate/sorenanderson_cv.docx,Soren T. Anderson,2015.0,Michigan State University,7.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michigan State/full/CV Kyoo il Kim.docx,Kyoo il Kim,2014.0,Michigan State University,8.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0
Michigan State/full/CV_Eguia.docx,Jon X. Eguia,2014.0,University of Bristol,7.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
Michigan State/full/ElderCVcurrent.docx,Todd E. Elder,2011.0,Michigan State University,9.0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Michigan State/full/JeitschkoCVJan2022.docx,Thomas D. Jeitschko,2005.0,Michigan State University,10.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Michigan State/full/HaiderCV.docx,Steven J. Haider,2005.0,Michigan State University,7.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Michigan State/full/Mike Conlin - Curriculum Vitae.docx,Michael Conlin,2004.0,Syracuse University,9.0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1
Michigan State/full/Revised-CV-PDF-Edits-0521.docx,Lisa D. Cook,2013.0,Michigan State University,11.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michigan State/full/Stacy Dickert-Conlin - Curriculum Vitae.docx,Stacy Dickert-Conlin,2004.0,Syracuse University,8.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Michigan State/full/WoodburyCV(2025-10).docx,Stephen A. Woodbury,1988.0,Michigan State University,7.0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,1,0
Michigan State/full/Zhu_CV_Sept2025.docx,Susan Chun Zhu,2007.0,Michigan State University,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0,1
Michigan State/full/cv-current-Choi.docx,Jay Pil Choi,1996.0,Columbia University,6.0,1,1,0,1,0,0,0,1,0,0,2,0,0,1,4,1,0,0,6,2,2,0,0
Michigan State/full/cv_Imberman.docx,Scott A. Imberman,2012.0,Michigan State University,5.0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,3,0,0
Michigan State/full/cv_ahlin.docx,Peter D. Ahlin,2009.0,Michigan State University,8.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,8
Michigan State/full/cv_davidson.docx,Carl Davidson,1982.0,Michigan State University,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,0,1,0,2,5,3,0,0
Michigan State/full/cv_galvao.docx,"Antonio F. Galvao, Jr.",2011.0,University of Wisconsin-Milwaukee,2.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,6,0
Michigan State/full/cv_matusz.docx,Steven J. Matusz,1988.0,Michigan State University,5.0,1,1,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5,0,0,0
Michigan State/full/cv_mukherjee.docx,Arijit Mukherjee,2014.0,Michigan State University,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0
Michigan State/full/cv_wooldridge.docx,Jeffrey M. Wooldridge,1991.0,Michigan State University,5.0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0
Michigan State/full/cvminettidec2025.docx,Raoul Minetti,2008.0,Michigan State University,6.0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,0,2,0,3,0,0,0
Michigan State/full/papkecv.docx,Leslie E. Papke,1994.0,Michigan State University,7.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
Michigan State/full/vita-vogelsang.docx,Timothy J. Vogelsang,1999.0,Cornell University,6.0,0,1,4,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,8,0
NCSU Raleigh/associate/CV_Garcia_2024.docx,Filomena Garcia,2017.0,Indiana University,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
NCSU Raleigh/associate/Ilze-Kalnina-CV.docx,Ilze Kalnina,2025.0,North Carolina State University,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
NCSU Raleigh/full/CV_MSMorrill.docx,Melinda Sandler Morrill,2015.0,North Carolina State University,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NCSU Raleigh/full/CV_Opromolla.docx,Luca David Opromolla,2021.0,North Carolina State University,,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
NCSU Raleigh/full/Canercv.docx,Mehmet Caner,2015.0,Ohio State University,19.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
NCSU Raleigh/full/DenisPelletier-Vitae.docx,Denis Pelletier,2009.0,North Carolina State University,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
NCSU Raleigh/full/Goodwin-CV-Jan20-2.docx,Barry K. Goodwin,1988.0,Kansas State University,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCSU Raleigh/full/LeeCraigCV-April-2023-1.docx,Lee A. Craig,1994.0,North Carolina State University,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NCSU Raleigh/full/Morrill_T-CV_2019Nov.Jan20.docx,Thayer Morrill,2015.0,North Carolina State University,7.0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0
NCSU Raleigh/full/Steve-Allen-CV-March-2022.docx,Steven G. Allen,1987.0,North Carolina State University,9.0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0
NCSU Raleigh/full/cv_dur_2024-oct.docx,Umut Mert Dur,2019.0,North Carolina State University,6.0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,3,0,0,0,0,0,0,0
NCSU Raleigh/full/VITACUR.RLC-August-2025.docx,Robert L. Clark,1979.0,North Carolina State University,5.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ohio State/associate/Alex Hollingsworth CV.docx,Alex Hollingsworth,2021.0,Indiana University,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ohio State/associate/Brown_ cv_February2025.docx,Meta Brown,2017.0,Stony Brook University,16.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Ohio State/associate/John Rehbeck CV.docx,John Rehbeck,2022.0,The Ohio State University,5.0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
Ohio State/associate/Pok-Sang Lam CV.docx,Pok-sang Lam,1993.0,Ohio State University,7.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0
Ohio State/associate/Mike Abito CV.docx,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ohio State/full/Aubhik Khan CV.docx,Aubhik Khan,2008.0,Ohio State University,15.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
Ohio State/full/Audrey Light CV.docx,Audrey L. Light,2000.0,Ohio State University,13.0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0
Ohio State/full/Healy-CV.docx,Paul J. Healy,2010.0,The Ohio State University,5.0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0
Ohio State/full/Bruce Weinberg CV.docx,Bruce A. Weinberg,2001.0,Ohio State University,5.0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,1
Ohio State/full/Jim Peck.docx,James Peck,1992.0,The Ohio State University,7.0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,3,5,0,1,2,0,0,0,0
Ohio State/full/John Kagel CV.docx,John H. Kagel,1969.0,Texas A&M University,,2,10,4,0,3,0,0,1,0,0,3,0,1,6,1,2,1,0,4,0,1,1,0
Ohio State/full/Julia Thomas CV.docx,Julia Kathryn Thomas,2008.0,Ohio State University,8.0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
Ohio State/full/Kurt Lavetti CV.docx,Kurt J. Lavetti,2019.0,Ohio State University,8.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ohio State/full/Matthew Weinberg CV.docx,Matthew C. Weinberg,2016.0,Drexel University,9.0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0
Ohio State/full/Trevon Logan CV.docx,Trevon D. Logan,2010.0,The Ohio State University,6.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ohio State/full/Yaron Azrieli CV.docx,Yaron Azrieli,2015.0,The Ohio State University,7.0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0
